text,label,label_id,synthetic_rule
"telur, Ragi (mengandung antioksidan asam askorbat), Pewarna Alami (Beta-Karoten (sayuran) CI, Steviol [E960], bubuk cabai, rumput laut wakame kering (7%).",unsafe,1,KB_UNSAFE
"Bawang Putih Bubuk (mengandung Kacang Tanah), Racang Pohon, bawang bombay cincang, Pewarna Alami Beta Karoten (Sayuran) CI, Minyak Nabati (mengandung antioksidan tokoferol dan pewarna alami Beta-Karoten (sayuran) CI, pengembang natrium karbonat.",safe,0,KB_SAFE
"margarin (mengandung antioksidan askorbil palmitat, asam askorbat), kerang, Maltodekstrin], 81%), Nisin, minyak sayur murni, daun jeruk wangi.",safe,0,KB_SAFE
"aroma jeruk mandarin buatan, buah campuran: (lidah buaya (10%), Minyak Rendang: Minyak nabati, 5% (Mengandung Bawang Putih Bubuk 1, ikan, perisa sintetik (anggur.",unsafe,1,KB_UNSAFE
"7%) (GULA, 55%), SAUS: Air, Pengemulsi (Dinatrium Difosfat, Penstabil Dinatrium Difosfat, perisa ayam artifisial.",safe,0,KB_SAFE
"80%), ikan, 09%)), Vitamin E.",unsafe,1,KB_UNSAFE
"antioksidan TBHQ, keju, garam, Minyak Nabai (mengandung Antioksidan BHA).",unsafe,1,KB_UNSAFE
"Pengemulsi, Antioksidan Askorbil Palmitat, minyak dari buah sawit (dengan antioksidan tokoferol), Pemanis Alami Sorbitol Sirup, Tepung beras (80%), ikan.",unsafe,1,KB_UNSAFE
"Teh hijau sencha murni, Perisa Sintetik (mengandung Antioksidan Tokoferol), lihat daftar bahan, lesitin kedelai, bawang merah (0, Nisin.",unsafe,1,KB_UNSAFE
"Pengemulsi nabati, 75300), salmon, Lihat Daftar Bahan Yang Dicetak Tebal.",unsafe,1,KB_UNSAFE
"Kakao Massa, DEKSTROSA MONOHIORAT, kedelai, Perisa sintetik (Vanila, Kakao (3%).",unsafe,1,KB_UNSAFE
"pengental gom xanthan, Asam askorbat BHA & TBHQ, madu alami (0, PENSTABIL: GOM KACANG LOKUS, wijen.",unsafe,1,KB_UNSAFE
"8 %, Bubuk Bawang Putih, daun jeruk purut, Tepung porang terbaik (48%), tepung beras halus, 23%}, Ammonium Bikarbonat).",safe,0,KB_SAFE
"Tepung porang terbaik (48%), ikan, bahan pengemulsi (fosfat, perisa sintetik (anggur, Sari Buah Stroberi (1%), minyak biji sawi, 49%).",unsafe,1,KB_UNSAFE
"Air), Pati (Jagung, minyak jagung murni, Askorbil Pamitat, Gula halus, Pasta makaroni.",safe,0,KB_SAFE
"Pati, 14%), Pengawet (Kalium Sorbat dan Nisin), perisa buatan.",safe,0,KB_SAFE
"Minyak Kelapa, Garan Pengatur Keasaman Asam Sitrat, Minyak kelapa sawit, xanthan gum, ASAM FOLAT), Minyak Kelapa Sawit (Mengandung Antioksidan TBHQ), Ekstrak daging kelapa terbaik (50%), 2%}.",safe,0,KB_SAFE
"perisa soto (dengan hidrolisat protein nabati, tepung singkong, Lemak Reroti(mengandung antioksidan TBHQ), Kakao Bubuk 3.",safe,0,KB_SAFE
"kerang, Daglng Ayam (56%), Bubuk cabe, 18%), 48%.",safe,0,KB_SAFE
"Antioksidan Askorbil Palmitat, Teh hijau, Teh hijau sencha, garam (1%), 97 %), kacang mede.",unsafe,1,KB_UNSAFE
"Cokelat Paduan, tepung pati jagung, Bubuk, Pengemulsi (Dinatrium Difosfat).",safe,0,KB_SAFE
"Biru Berlian FCF CI No, 38%), Kakao Massa (0, perisa alami paprika, madu.",safe,0,KB_SAFE
"pengatur keasaman (asam laktat, rapeseed), Pewarna makanan (Biru berlian CI 42090, Lemak Nabati (mengandung Antioksidan Tokoferol Campuran Pekat), perhatikan bahan yang dicetak tebal, Sirup Jagung Tinggi Fruktosa, Ekstrak Protein Sayuran, Vitamin B3.",safe,0,KB_SAFE
"Pengatur Keasaman (Asam Laktat dan Asam Sitrat), Minyak Biji Bunga Matahari, bahan pengawet natrium benzoat, sari jeruk mandarin (4, daun seledri kering, bubuk bawang putih dan merah, rumput laut wakame kering (7%).",safe,0,KB_SAFE
"susu, disarankan tidak dikonsunsi oleh anak di bawah 5 (lima) tahun, dinatrium 5'-inosinat, PENGUAT RASA (MONONATRIUM GLUTAMAT DAN, Pewarna Sintetik Ponceau 4R CI 16255 dan Kuning FCF CI 15985).",unsafe,1,KB_UNSAFE
"penstabil monokalsium fosfat, PENGUAT RASA DINATRIUM INOSINAT dan DINATRIUM GUANILAT, Asam Laktat), whey, Saus Cabai (4.",unsafe,1,KB_UNSAFE
"penyedap MSG, Pengembang (natrium nidrogen karbonat, emulsifier (fosfat dan nabati), Perlakuan tepung Protease dan Aspergillus oryzae, kalsium laktat, aroma jeruk mandarin buatan, lihat daftar bahan tebal, Ekstrak Anato CI.",safe,0,KB_SAFE
"Pewarna Alami Karamel kelas, keju, penstabil (nabati dan fosfat), Penguat Rasa [Dinatrium 5'-Inosinat (E631).",unsafe,1,KB_UNSAFE
"dan garam halus, emulsifier, Lemak Reroti (mengandung antioksidan tokoferol), Biji Bunga Matahari (88, 42090)), Magnesium Karbonat, Pewarna Alami Karamel III - E150c), Lobak berkualitas tinggi (60%).",safe,0,KB_SAFE
"Tomat ( 0, Acar sawi, COKELAT (GULA, 673%) (MENGANDUNG BUTTERMILK, 002%), lesitin kedelai, bubuk kakao.",unsafe,1,KB_UNSAFE
"pengatur asam (asam sitrat, Gula putih, hazelnut, Pewarna Alami Karamel Kelas IV.",unsafe,1,KB_UNSAFE
"saus cabai merah (dengan penguat rasa MSG) (41%), MSG sebagai penyedap, Ekstrak daging kelapa terbaik (50%), acidophilus.",safe,0,KB_SAFE
"58%), Ubi kayu segar (64, Pengemulsi Nabati, pati dari jagung, Minyak Bunga Matahari, Pewarna Makanon Alami Kurkumin CI No.",safe,0,KB_SAFE
"(Sianokobalamin), penguat rasa dinatrium ribonukleotida, ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (307b))), 14%), Jagung (43%), Diproduksi menggunakan peralatan yang juga memproses serealia, mengandung Antioksidan Askorbil Patmitat, Bubuk porang berkualitas (48%).",safe,0,KB_SAFE
"gandum, Pengembang (Amonium Hidrogen Karbonat, Mengandung fenilalanin, Minyak Sayur.",unsafe,1,KB_UNSAFE
"Margarin (Mengandung Antioksidan Tokoferol, Gula (19%), susu bubuk, 35%, bahan yang dicetak tebal.",unsafe,1,KB_UNSAFE
"saus cabai merah (dengan penguat rasa MSG) (41%), telur, Dinatrium, Perisa Sintetik (mengandung Antioksidan Tokoferol), pati jagung.",unsafe,1,KB_UNSAFE
"penguat tasa dinatrium inosinat dan guanilat) dan vitamin (A, Palmitat, tepung dari biji beras, kepiting, zat pengemulsi.",unsafe,1,KB_UNSAFE
"kenari, nata de coco (7, bawang putih, Minyak Rendang: Minyak nabati.",unsafe,1,KB_UNSAFE
"BUMBU RASA AYAM, tapioka, glukosa cair, PEMANIS BUATAN ASPARTAM), minyak zaitun extra virgin (4%), Perisa Alami Cokelat.",safe,0,KB_SAFE
"garam beryodium, Pewarna Alami Beta Karoten (Sayuran) CI, Minyak Nabati (Kelapa Sawit, Pengatur Keasaman (Kalium Karbonat, pewarna alami beta-karoten (sintetik) CI, Lakotsa, natrium benzoat sebagai pengawet, DAN NABATI).",safe,0,KB_SAFE
"Margarin (mengandung pengawet Kalium sorbat, Pewarna Makanan Sintetik (Tartrazin CI 19140, RUMPUT LAUT (0, Mi bihun: Pati jagung.",safe,0,KB_SAFE
"tepung sagu, cabai merah bubuk, Agar bubuk, Penstabil Gliserin, Vanila), COKLAT HITAM COMPOUND.",safe,0,KB_SAFE
"Gula kristal, Pengatur Keasaman Asam Malat, Pewarna Alami Merah Bit, Bubuk Kecap, Minyak Triglsenda, DAN PEWARNA SINTETIK TARTRAZIN CI NO, perisa buatan (stroberi.",safe,0,KB_SAFE
"tepung terigu, tihat daftar bahan yang dicetak tebal, merica halus, krimer (mengandung penstabil kalium fosfat, pengatur asam (asam cuka dan asam laktat).",unsafe,1,KB_UNSAFE
"lihat komposisi yang dicetak tebal, Kakao (3%), 42090)), (Mengandung Penguat Rasa Mononatrium Glutamat), Lemak Reroti Nabati (Mengandung Antioksidan Askorbil Palmitat &TokoferoI), garam spesial (5%) (dengan penyedap rasa MSG, Beras putih (85.",safe,0,KB_SAFE
"tepung beras halus, Penstabil (Gelatin sapi), garam beraroma (5%) (dengan penyedap MSG, Catatan: Berisi alergen, Penstabil Natrium Tripolifosfat, penyedap MSG.",safe,0,KB_SAFE
"PENGENTAL (DIPATI FOSFAT (1412)), Air, gula kastor, biji wijen, Minyak tumbuhan, corn oil.",unsafe,1,KB_UNSAFE
"KAKAO BUBUK(2%), 68%), Bubuk Kelapa (0, Daun bawang, bahan pengawet kalium sorbat, 6%)), almond.",unsafe,1,KB_UNSAFE
"Kakao bubuk (6, Penguat Rasa (Natrium Inosinat, kedelai, Cuka, Bubuk.",unsafe,1,KB_UNSAFE
"pati tapioka termodifikasi, lesitin kedelai, 40800 (MENGANDUNG ANTIOKSIDAN DL-ALFA TOKOFEROL), Perisa Sintetik (Glisin, lihat daftar bahan yang dicetak tebaL, zat pengemulsi, HIDROKSIPROPIL.",unsafe,1,KB_UNSAFE
"Bubuk Bonito kering, zat pengemulsi nabati, krustasea, 75120), cabai bubuk, serbuk bawang putih dan merah, tepung beras premium.",unsafe,1,KB_UNSAFE
"DEKSTROSA, EDTA kalsium dinatrium, daun bawang kering, Pengental Pektin, Kakao (3%).",safe,0,KB_SAFE
"Beras putih (85, 07% (mengandung Penguat Rasa Mononatrium Glutamat dan Dinatrium 5'-ribonukleotida, gandum, bubuk jagung, Wortel ( 1.",unsafe,1,KB_UNSAFE
"bawang merah segar, ekstrak paprika alami, Semolina Jagung 36%), pati (kentang, irisan bawang bombay.",safe,0,KB_SAFE
"Hidrolisat Protein Nabati, almond, perisa buatan cocopandan, Perisa Sintetik dan Alami (mengandung Penguat Rasa (Mononatrium Glutamat.",unsafe,1,KB_UNSAFE
"Gula (17%), KAKAO BUBUK (1%), Natrium Polifosfat), Bifidobacterium, bahan pengemulsi, VITAMIN B3.",safe,0,KB_SAFE
"askorbil palmitat, BUMBU GARAM (MENGANDUNG PENGUAT RASA MONONATRIUM L-GLUTAMAT PERISA SINTETIK, Polidekstrosa, sari asam jawa (0, Ekstrak, Pengembang (Amonium Bikarbonat dan Natrium Bikarbonat) Perisa Alami, bubuk cokelat.",safe,0,KB_SAFE
"sari tamarind (0, lihat daftar bahan yang di cetak tebal, gula pasir berkualitas, Sirup jagung, Tepung Ketan, wijen, Air).",unsafe,1,KB_UNSAFE
"Minyak Sawit, Air steril, Perisa Sintetik (mengandung Antioksidan Tokoferol), dan Kacang Pohon, susu bubuk.",unsafe,1,KB_UNSAFE
"Jagung segar, Pengembang (Amonium Bikarbonat, SIRUP FRUKTOSA, telur, Kecap Bubuk, Minyak Cabai.",unsafe,1,KB_UNSAFE
"Penstabil (Hewani Gelatin Sapi dan Nabati), Bumbu (Mengandung Penguat Rasa Dinatrium Inosinat, seledri, 75130 (Mengandung Antioksidan d-alfa Tokoferol dan Asam Askorbat), Pemanis Alami Steviol, Asam Folat), krimer nabati.",safe,0,KB_SAFE
"penguat rasa mononatrium L-glutamat, perisa alami), kepiting, sari asam jawa (0, kultur (streptococcus thermophilus.",unsafe,1,KB_UNSAFE
"Bubuk (4%), ekstrak minyak cabe, sirup gula, Ekstrak kelapa segar (50%).",safe,0,KB_SAFE
"8 %, kasein, Campuran Bumbu Pedas Tingkat 15 (Serbuk cabai, Penguat Rasa Mononatrium Glutamat, tepung konyaku, Pati Kentang (59.",unsafe,1,KB_UNSAFE
"kacang almond, dinatrium guanilat dan dinatrium inosinat), bawang putih segar, potongan daun bawang kering, 81%), Vitamin (A, lemak cokelat.",unsafe,1,KB_UNSAFE
"Perisa Sintetik Rumput Laut 2, asam asetat), Krimer Nabati Bubuk, 45430, Ekstrak Daging Sapi (0, Natrium Karbonat), tepung yang dimodifikasi (enzim protease dan amilase).",safe,0,KB_SAFE
"14%), sorbat, Tomat Bubuk, Serbuk umbi porang murni (48%), Pisang Raja, telur bubuk, pemanis artifisial asesulfam-K.",unsafe,1,KB_UNSAFE
"jinten, antioksidan vitamin C, 3% (GULA, B6 (Piridoksin), biji wijen.",unsafe,1,KB_UNSAFE
"Pengembang (Mengandung Kalsium Karbonat, minyak tumbuhan pilihan, dan Gandurn, 63% (Mengandung Jagung Bubuk (2%), bahan pengental alami, air murni, tepung ubi kayu.",safe,0,KB_SAFE
"lihat, Semolina Jagung, pewarna buatan (tartrazin CI 19140, gluten, Bumbu Frankfurter.",unsafe,1,KB_UNSAFE
"Air murni, Saus Cabai (4, PERISA SINTETIK VANILA, 25%), 23%), Anti Kempal Siiikon Dioksida Halus, Ekstrak Anato CI, GULA PASIR.",safe,0,KB_SAFE
"36%), jagung), siung bawang putih, Pewarna Alami Beta Karoten (sayuran) CI, bubuk jagung, Margarin (Mengandung Antioksidan Tokoferol, sesame.",unsafe,1,KB_UNSAFE
"sorbat, Pati tapioka, Sirup Tinggi Fruktosa, Kakao Bubuk 4%, ekstrak jeruk mandarin (4.",safe,0,KB_SAFE
"Singkong terbaik (63, Air minum, tepung gandum, minyak sawit (mengandung antioksidan tokoferol).",unsafe,1,KB_UNSAFE
"Kentang yang dikeringkan, 75300, ikan, Penguat Rasa Mononatrium Glutamat (E621), Bubuk Ketumbar (0, KECAP MANIS : Gula.",unsafe,1,KB_UNSAFE
"Cokelat Bubuk (0, saripati bayam, Diproduksi, MENGANDUNG ALLERGEN: LIHAT DAFTAR YANG DICETAK TEBAL, salam, garam halus.",safe,0,KB_SAFE
"2%}, 45%), sarden, Saus Cabai (4.",unsafe,1,KB_UNSAFE
"minyak nabati (mengandung antioksidan tokoferol campuran pekat [E307b]), Penstabil Fosfat, Pengembang (Natrium Bikarbonat), Kacang Pohon, DEKSTROSA MONOHIORAT.",safe,0,KB_SAFE
"crustacea, Kuning FCF CI, Asam Folat), Merah Bit.",unsafe,1,KB_UNSAFE
"pemanis artifisial asesulfam-K, tepung yang diolah (enzim protease dan amilase), madu pilihan (0, ketan, Krimer Kental Manis (mengandung Antioksidan Tokoferol), Gula (mengandung.",safe,0,KB_SAFE
"Sirup Gula Invert, Daglng Ayam (56%), Bumbu Ayam Teriyaki ({6, Minyak Kelapa, garam berbumbu (5%) (berisi penguat rasa MSG, Bumbu Rasa Bawang 5, Pewama Alami Karamel Kelas IV, saus sambal (mengandung MSG) (41%).",safe,0,KB_SAFE
"GULA, Pengawet Natrium Benzoat, Tomat Bubuk (2, Irisan tipis singkong premium, Pengawet (Kalium Sorbat dan Nisin).",safe,0,KB_SAFE
"lihat bahan yang ditebalkan, kedelai, 40800 (MENGANDUNG ANTIOKSIDAN DL-ALFA TOKOFEROL), SELULOSA, melon), Keripik singkong terbaik, lihat daftar bahan yang di cetak tebal.",unsafe,1,KB_UNSAFE
"SIRUP MALTOSA, saripati bayam, 15985), garam dapur (1%), bahan pengemulsi (fosfat, lihat, KRIM 14%, Rasa (Dinatrium Inosinat.",safe,0,KB_SAFE
"Hidrolisat Protein Nabati), bumbu (berisi gula, Pati Jagung, ubi kayu (31.",safe,0,KB_SAFE
"Singkong kering pilihan, 19140 dan Kuning FCF CI, Pewarna makanan (Biru berlian CI 42090, Daglng Ayam (56%), cabai rawit, abai 6, bubuk jagung, Pewarna Alami Beta-karoten CI 75130 (Mengandung Antioksidan Alfa Tokoferol dan Asam Askorbat).",safe,0,KB_SAFE
"kaldu sayuran, Gula (mengandung, bumbu rempah, Bumbu Rasa Ayam, Krispi Beras Cokelat (29, Pewarna Alami Merah Bit, 06%), Pewarna Makanan (Tartrazin CI.",safe,0,KB_SAFE
"Kismis (9%), Lemak Reroti Nabati, malt, penguat rasa mononatrium L-glutamat, natrium benzoat sebagai pengawet.",unsafe,1,KB_UNSAFE
"cabai rawit segar (1%), 037%, gandum, Ekstrak Protein Nabati, 8%) (mengandung antioksidan (BHA, Singkong ungu premium.",unsafe,1,KB_UNSAFE
"64%), (mengandung Gula, Dinatrium, Keping Jagung (2, rumput laut (1%), Dinatrium Inosinat (E631)], garam laut, Biru Berlian FCF CI No.",safe,0,KB_SAFE
"Lemak Reroti(mengandung antioksidan TBHQ), Anti Kempal Siiikon Dioksida Halus, lemak kakao, saus cabai merah (dengan penguat rasa MSG) (41%), ekstrak bawang bombay, Garam), bahan pengemulsi (fosfat dan nabati), Krispi Beras (3%).",safe,0,KB_SAFE
"Gula Invert, Pengembang (Arnonium Bikarbonat, Bawang Putih Bubuk 0, KAKAO MASSA, Pemanis Alami Maltitol, Hidrolisat Protein Nabati).",safe,0,KB_SAFE
"Informasi Alergen :, penguat rasa dinatrium guanilat dan inosinat), penguat rasa mononatrium glutamat, minyak kelapa sawit murni (dengan tokoferol sebagai antioksidan), 56%), Amonium hidrogen karbonat), Tidak mengandung pengawet dan pemanis buatan.",safe,0,KB_SAFE
"asam asetat food grade, Asam Folat, Maltodekstrin, gula kristal (19, Pewarna Sintetik kuning FCF CI 15985).",safe,0,KB_SAFE
"bawang putih segar (0, perisa cocopandan sintetik, Pengembang Natrium Hidrogen karbonat, 78% (Mengandung bawang putih (39%), Alpukat (1.",safe,0,KB_SAFE
"Krimer Nabati Bubuk, Mengandung Gula dan Pemanis Buatan, pengental hidroksipropil dipati Fosfat, pewarna alami beta-karoten (sintetik) CI.",safe,0,KB_SAFE
"35%, mentega, Pengawet (Kalium Sorbat dan Nisin), Pati Termodifikasi, Minyak Nabai (mengandung Antioksidan BHA), minyak nabati sawit.",unsafe,1,KB_UNSAFE
"Daging tenggiri pilihan, pengatur pH (asam sitrat, Margarin (Minyak Kelapa Sawit, Trinatrium Sitrat, Kentang Kering (62, 58%), kasein.",unsafe,1,KB_UNSAFE
"lesitin kedelai, daun jeruk segar, Singkong segar (63, BIRU BERLIAN FCF CI.",unsafe,1,KB_UNSAFE
"Perisa Sintetik dan Alami (mengandung Penguat Rasa (Mononatrium Glutamat, Mengardung alergen, Nori kering (47%), Kurkumin CI 75300, abai 6.",safe,0,KB_SAFE
"Ubi ungu terbaik, Tokoferol Campuran), thermophilus), Tepung Beras, Laver (47%), minyak tumbuhan pilihan, tepung, Tepung Ketan.",safe,0,KB_SAFE
"tepung terigu, dan Pewarna Alami Beta-karoten dari Blakeslea trispora (Mengandung Antioksidan Tokoferol), Pengawet Kalium Sorbat, kacang Tanah, Magnesium Karbonat, CABE BUBUK(0, C (Asam Askorbat)).",unsafe,1,KB_UNSAFE
"40800 (mengandung antioksidan dl-alfa Tokoferol), cream, irisan bawang merah, Lobak (60%), 673%) (MENGANDUNG BUTTERMILK, campuran rempah rahasia.",unsafe,1,KB_UNSAFE
"susu, bubuk bawang putih dan merah, Pewarna Makanan Sintetik, Minyak, Bumbu Rasa Seledri.",unsafe,1,KB_UNSAFE
"bubuk cabai, PERISA SINTETIK VANILA PEWARNA ALAMI (KURKUMIN CI 75300 DAN KARAMEL IV), Lobak premium (60%), Kakao Bubuk (0, Bumbu Pedas.",safe,0,KB_SAFE
"GARAM GURIH, arkorbil palmitat) pewarna alami Beta-Karoten (sayuran) CI, lesitin kedelai, PENGENTAL PATI ASETAT.",unsafe,1,KB_UNSAFE
"perisa jeruk mandarin sintetis, Pati Tapioka, anti kempal silikon dioksida), Jagung (50%), dinatrium guanilat dan inosinat), Pengemulsi (Trinatrium Sitrat dan Dinatrium Fosfat).",safe,0,KB_SAFE
"Pati, Singkong ungu terpilih, tepung ubi kayu, Perisa, BUMBU MINYAK: MINYAK NABATI, Minyak goreng kelapa sawit (mengandung antioksidan TBHQ).",safe,0,KB_SAFE
"Ammonium Bikarbonat), aroma ayam sintetis, Dinatrium Inosinat dan Guanilat), Ubi kayu ungu segar, Ubi kayu (63, Serat Pangan, tepung.",safe,0,KB_SAFE
"Kakao Bubuk 4%, Aditif makanan bersumber dari tumbuhan dan sintetis, garam beryodium, Bumbu Rasa Balado (3.",safe,0,KB_SAFE
"557%), wijen, Pati jagung, 21%), Pewama Sintetik Tartrazin CI No, Beras premium (85.",unsafe,1,KB_UNSAFE
"gandum, Pengganti Lemak Kakao, DEKSTROSA, Antioksidan Natrium Eritorbat, B3 (Niasin).",unsafe,1,KB_UNSAFE
"36%), Kcang Tanah, Daun teh hijau sencha, 42090 (133)), jahe, Daun Bawang ( 1, pengatur keasaman kalsium sulfat dan glukono delta lakton.",safe,0,KB_SAFE
"asam askorbat), Air bersih, MINYAK KELAPA MURNI, wijen.",unsafe,1,KB_UNSAFE
"LEMAK NABATI, pewarna alami karamel IV, Krispi Beras (3%), Perisa Alami Vanila.",safe,0,KB_SAFE
"Pengembang (Amonium Hidrogen Karbonat, Krimer, Bumbu Rasa BBQ Balado (mengandung Rempah (Bubuk Cabe (0, PENGATUR KEASAMAN (ASAM SITRAT (330).",safe,0,KB_SAFE
"Semolina Jagung, LEMAK REROTI (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT(307b))), sari ragi), ekstrak ragi, pengawet kalium sorbat, Pati Termodifikasi, Steviol [E960], laktosa.",safe,0,KB_SAFE
"susu, Lemak Reroti(mengandung antioksidan TBHQ), KRIUK AYAM ASLI (5, kalsium laktat), Antioksidan Natrium Askorbat, KAKAO BUBUK(2%).",unsafe,1,KB_UNSAFE
"sirup jagung, minyak kelapa sawit murni (dengan tokoferol sebagai antioksidan), karagenan, Pewarna Sintetik Kuning FCF CI No, Mengandung pemanis buatan, Albumin, jagung).",safe,0,KB_SAFE
"bahan yang dicetak tebal, lactobacillus acidophilus), tuna, 1%), Penstabil (Nabati), bubuk cabai.",unsafe,1,KB_UNSAFE
"ANTIKEMPAL SILIKON DIOKSIDA, Pewarna Beta-karoten (sayuran) CI 75130 (INS 160a(ii)), Kcang Tanah, lihat komposisi yang dicetak tebal, Tepung Tapioka, Tanpa pemanis artifisial, pengatur keasaman asam sitrat.",safe,0,KB_SAFE
"minyak sawit murni, Bumbu Rasa Barbekue 11, Lemak Reroti (Mengandung Antioksidan Askorbil Palmitat dan, PENGEMULSI NABATI.",safe,0,KB_SAFE
"Pengawet Natrium Nitrit, Pewarna Alami Kurkumin CI, Iihat daftar bahan yang dicetak tebal, Antikempal Silikon Dioksida, kepiting, dinatrium inosinat dan guanilat), Pewarna Sintetik (Tartrazin CI No 19140.",unsafe,1,KB_UNSAFE
"35%, melon), Mineral Zat Besi dan Seng), Rumput laut berkualitas (47%), Pewarna Makanan (Tartrazin CI, Bubuk jagung (65, Palmitat, Beras.",safe,0,KB_SAFE
"52%), sorbat, kedelai, Bumbu 2% (Mengandung Cabe 2%).",unsafe,1,KB_UNSAFE
"garam spesial (5%) (dengan penyedap rasa MSG, kenari, pengental nabati, 22%).",unsafe,1,KB_UNSAFE
"PENGEMBANG (NATRIUM HIDROGEN KARBONAT (500(ii))), Ubi kayu pilihan (63, Lakotsa, terigu, BHA), Laktosa.",unsafe,1,KB_UNSAFE
"penstabil (nabati dan fosfat), Singkong ungu terpilih, dinatrium 5'-guanilat, Penguat rasa Dinatrium 5'-ribonukleotida.",safe,0,KB_SAFE
"nata de coco pilihan (7, perhatikan daftar bahan bercetak tebal, campuran rempah rahasia, 57%), siung bawang putih, Kakao Massa (3, Serpihan Kentang 60%.",safe,0,KB_SAFE
"cuka buah, Kentang Kering (62, minyak biji sawi, SIRUP MALTOSA, Ribonukleotida), antioksidan vitamin C.",safe,0,KB_SAFE
"Antioksidan Tokoferol, 8 %, whey, Tanpa pengawet dan pemanis artifisial, Kakao Bubuk 4%.",unsafe,1,KB_UNSAFE
"sagu halus, penstabil (nabati dan fosfat), Ekstrak Ragi, lemak cokelat.",safe,0,KB_SAFE
"Serat Pangan, Pengembang Natrium Hidrogen karbonat, KAKAO BUBUK (1%), sirup jagung.",safe,0,KB_SAFE
"48%, Lemak Kakao 0, kacang-kacangan, 673%) (MENGANDUNG BUTTERMILK.",safe,0,KB_SAFE
"Pengatur Keasaman Natrium Sitrat, pengental alami, Biji Buah Labu, irisan daun bawang kering, tepung terigu, Komposisi Saus Vla (25%): Gula, Premiks Vitamin.",unsafe,1,KB_UNSAFE
"Merah Bit)), bahan pengental (gom lokus, kaldu tumbuhan, Tartrazin CI No, Pemanis Buatan Sukralosa, malt.",unsafe,1,KB_UNSAFE
"Gula (19%), Tapioka), susu bubuk, Lada Putih, campuran rempah rahasia, gula dan sirup jagung fruktosa tinggi.",unsafe,1,KB_UNSAFE
"9% SERPIHAN KENTANG (MENGANDUNG KENTANG 99, PERISA: SINTETIK VANILA, tepung terigu, Rempah (mengandung cabe (0, 45%).",unsafe,1,KB_UNSAFE
"Kakao Massa (3, saus tomat homemade (45%), cabai merah bubuk, ANTIKEMPAL SILIKON DIOKSIDA.",safe,0,KB_SAFE
"pewarna Beta - Karoten (sayuran) CI, Antioksidan Natrium Eritorbat, minyak dari buah sawit (dengan antioksidan tokoferol), cabai merah giling, acidophilus, Lemak Reroti(mengandung antioksidan TBHQ).",safe,0,KB_SAFE
"557%), askorbil palmitat, penguat rasa dinatrium 5'-guanilat [E627] & dinatrium 5'-Inosinat [E631]), Perisa Vanila dan Pewarna Makanan, Ekstrak kelapa segar (50%).",safe,0,KB_SAFE
"zat pengemulsi, Pengembang Natrium Hidrogen Karbonat, mineral (zat besi), krustasea, minyak sayur pilihan, EDTA kalsium dinatrium, Saus Stroberi 16% (Mengandung Kalium Sorbat).",unsafe,1,KB_UNSAFE
"dan garam, tihat daftar bahan yang dicetak tebal, minyak sayur (mengandung TBHQ), MINYAK NABATI (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (307))), tepung dari beras putih, Oadatan Kakao 21% (Kakao Massa).",safe,0,KB_SAFE
"Antioksidan Askorbil Palmitat dan Tokoferol, Margarin (Mengandung Antioksidan BHA dan Pewama Alami Beta Karoten CI, minyak mustard, MINYAK KELAPA MURNI, Singkong segar (63, KACANG HAZEL 28, ketan.",safe,0,KB_SAFE
"20285, Penguat Rasa Mononatrium Glutamat [E621], minyak nabati (mengandung antioksidan tokoferol campuran pekat [E307b]), Lemak Kakao), Cokelat Compound Hitam Chips (16%, Penguat Rasa (Mononatrium Glutamat E621.",safe,0,KB_SAFE
"kepiting, pewarna alami Beta-karoten CI No, Daun bawang, Pisang Raja.",unsafe,1,KB_UNSAFE
"Kakao bubuk (6, 9%), Minyak nabati, Penstabil Fosfat, Pemanis Alami Steviol, garam dapur (0, Pewarna Alami Kurkumin CI, Kakao Bubuk (2.",safe,0,KB_SAFE
"Lemak Reroti (Mengandung Antioksidan Tokoferol), Bumbu Rasa Bawang Putih, dan Pengatur Keasaman (Asam Sitrat), Pengawet (Kalium Sorbat [E202] dan Natrium.",safe,0,KB_SAFE
"ANTIOKSIDAN TOKOFEROL CAMPURAN PEKAT, 45430, sari buah asam (0, Ubi kayu segar (64.",safe,0,KB_SAFE
"laktosa, 01 %), kedelai, emulsifier nabati, Perisa Sintetik Barbekue, (1404)).",unsafe,1,KB_UNSAFE
"DAN NATRIUM BIKARBONAT), 16%), Karagenan (5%), VITAMIN B2, dan kacang pohon, telur, Pati tapioka.",unsafe,1,KB_UNSAFE
"Perisa Sintetik Daging Sapi BBQ, Perisa Sintetik Ayam Goreng Perisa Sintetik Ayam, Sirup Jagung, Bumbu Rasa Ayam (Mengandung, Mengandung Fenilalanin, Minyak Goreng Kelapa Sawit, perisa alami paprika oleoresin.",safe,0,KB_SAFE
"79% (mengandung pewarna makanan sintetik Kuning FCF (CI 15985)), Pisang Bubuk (0, (mononatrium glutamat, Perisa Vanila, udang.",unsafe,1,KB_UNSAFE
"Bumbu Pedas Level 15 (Serbuk cabai, pengatur pH (asam asetat dan asam laktat), Singkong segar (63, Kecap Fermentasi, krustasea.",unsafe,1,KB_UNSAFE
