text,label_id,label
"Tomat ( 0, Acar sawi, COKELAT (GULA, 673%) (MENGANDUNG BUTTERMILK, 002%), lesitin kedelai, bubuk kakao.",1,unsafe
"Premik Vitamin (Bl, mentega, Potongan singkong (64, kismis 16, Mengandung Gula dan Pemanis Buatan.",1,unsafe
"35%, melon), Mineral Zat Besi dan Seng), Rumput laut berkualitas (47%), Pewarna Makanan (Tartrazin CI, Bubuk jagung (65, Palmitat, Beras.",0,safe
"Margarin (Mengandung Antioksidan Tokoferol, Gula (19%), susu bubuk, 35%, bahan yang dicetak tebal.",1,unsafe
"Tepung Gandum Utuh (41,57%), Minyak Nabai (mengandung Antioksidan BHA), Gula, Tepung Tapioka, Kakao Massa 4,17%), Susu Skim Bubuk (8,06%), Telur Bubuk (1,90%), Whey Bubuk, Kakao Bubuk (0,78%), Kelapa, Garam,  Pengembang, Ekstrak Malt, Pengemulsi Lesitin Kedelai, Perisa Sintetik, Premik Vitamin (Bl, B2, B6, dan B12). Mengandung alergen, lihat daftar baha yang dicetak tebal. Dapat mengandung kacang.",1,unsafe
"Pengembang (Natrium hidrogen, Pengatur Keasaman (Asam Laktat dan Asam Sitrat), Perisa Alami (Oregano & Rosemary), wijen.",1,unsafe
"minyak sawit berkualitas (mengandung antioksidan alami tokoferol), hazelnut, Ekstrak kelapa (50%), Vitamin A, Ekstrak Protein Sayuran.",1,unsafe
"Penstabil, pemanis asesulfam-K, Krimer Nabati Bubuk, Penguat rasa Dinatrium 5'ribonukleotida) Pewama Alami Beta Karoten (sayuran) CI No, 16255), Albumin, rempah-rempah pilihan.",0,safe
"Hidrolisat Protein Nabati), bumbu (berisi gula, Pati Jagung, ubi kayu (31.",0,safe
"Mononatrium Glutamat (MSG), Lihat Daftar Bahan Yang Dicetak Tebal, asam cuka, bawang merah iris.",0,safe
"Pati Modifikasi, BUMBU RASA JALAPENO 0, bawang merah segar, Dinatrium 5'-Guanylat), cabai rawit kecil (1%), Rumput laut pilihan (47%), Penguat Rasa (Mononatrium L-glutamate, Alpukat (1.",0,safe
"Laktosa, konsentrat jus stroberi (8%), Penguat Rasa (Mononatrium Glutamat), Antioksidan BHT, RUMPUT LAUT (0, susu bubuk, Antioksidan Tokoferol.",1,unsafe
"19%), Bawang Putih Bubuk, pewarna Beta - Karoten (sayuran) CI, kedelai, perisa ayam sintetis, PEMANIS BUATAN ASPARTAM)).",1,unsafe
"zat pengemulsi, Pengembang Natrium Hidrogen Karbonat, mineral (zat besi), krustasea, minyak sayur pilihan, EDTA kalsium dinatrium, Saus Stroberi 16% (Mengandung Kalium Sorbat).",1,unsafe
"tidak cocok untuk penderita fenilketonurik, Beras premium (85, Pewama Sintetik Eritrosin CI, Informasi Alergen, kaldu sayur.",0,safe
"Bumbu Pedas, Bumbu Pedas Tingkat 15 (Cabai bubuk, ekstrak paprika alami, Tanpa bahan pengawet dan pemanis artifisial.",0,safe
"Tepung Kelapa, cabe, pengatur pH (asam sitrat, garam (0, Penguat Rasa (Mononatrium Glutamat dan Dinatrium Ribonukleotida), pasta bawang bombay.",0,safe
"Tepung Terigu, Gula (Mangandung Pengawet Sulfit), Minyak Nabati
(Mengandung Antioksidan BHA), Lemak Reroti (Mengandung Antioksidan BHA), Whey Bubuk, Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Bumbu (Mengandung Penguat Rasa Dinatrium Inosinat, Dinatrium Guanilat, Hidrolisat Protein Nabati), Ekstrak Malt, Pengemulsi Nabati (Lesitin Kedelai, Ester Sukrosa, Asam Lemak), Pewarna Alami Karamel (1), Perisa Sintetik Stroberi, Bahan Penolong (Enzim Protease, Enzim Papain), Buah Stroberi Bubuk 0.037%, Pengatur Keasaman Asam Sitrat, Pewama Sintetik Eritrosin CI. No. 45430. Mengandung alergen, Ilhat daftar bahan yang dicetak tebal.",1,unsafe
"Bubuk Cabai: Bubuk cabai (0, KAKAO BUBUK, Brokoli ( 0, Hidrolisat, dicetak tebal, Pewarna makanan (Biru berlian CI 42090, Pewama Alami Betakaroten CI 75130.",0,safe
"perisa artifisial, (29, Serbuk umbi porang (48%), Lemak Kakao, Penguat Rasa (Mononatrium Glutamat), 150c), BUBUK COKLAT (4, persik.",0,safe
"KAKAO BUBUK, air bersih, Dinatrium Inosinat & Guanilat, garam himalaya, REMPAH-REMPAH, PENGUAT RASA MONONATRIUM L-GLUTAMAT, Tanpa bahan pengawet dan pemanis artifisial, Ubi jalar ungu premium.",0,safe
"asam askorbat, lemak cokelat murni, Pewarna Makanon Alami Kurkumin CI No, Kentang pilihan.",0,safe
"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Maltodekstrin, Whey Bubuk,
Keju Bubuk 3.07% (mengandung Penguat Rasa Mononatrium Glutamat dan Dinatrium 5'-ribonukleotida, Pewarna Sintetik Ponceau 4R CI 16255 dan Kuning FCF CI 15985), Pengemulsi Lesitin Kedelai, Garam, Pengembang, Vitamin (A, Bl, B2, B6, Bl2).
Informasi Alergen. ""Mengandung alergen, lihat daftar bahan yang dicetak tebal"". ""Dapat mengandung : Telur,
Kacang Hazel, dan Kacang Tanah"".",1,unsafe
"INULIN, kedelai, 7%) (mengandung Bubuk Kopi 0, mineral (zat besi), 3% (GULA.",1,unsafe
"kerang, Daglng Ayam (56%), Bubuk cabe, 18%), 48%.",0,safe
"Lobak premium (60%), pewarna makanan alami karamel IV, irisan bawang merah, Penstabil Natrium Tripolifosfat, KAKAO MASSA, lemak reroti (mengandung pengemulsi mono dan digliserida asam lemak dan antioksidan tokoferol), (Mengandung Antioksidan BHA).",0,safe
"Rempah (1, Ester Sukrosa Asam Lemak), cokelat cair pekat, 57%), SAOS CABE: Air, Pengemulsi Hidroksipropil Pati, CI 75300, Perisa Sintetik Daging Sapi BBQ.",0,safe
"Air minum berkualitas, gula dan sirup jagung kaya fruktosa, polidekstrosa, sari jeruk mandarin (4,5%), pengental (gom biji lokus, gom xanthan, karagenan, kalium klorida, kalsium laktat), glukosa, pengatur keasaman (asam sitrat, trinatrium sitrat), gelatin dari ikan, perisa jeruk mandarin sintetis, bubuk konjak, pemanis buatan asesulfam-K.",0,safe
"90%), Pengembang (Penstabil Dinatrium Difosfat, gula pasir, siung bawang putih (0, KAKAO BUBUK.",0,safe
"7%) (mengandung Bubuk Kopi 0, gandum, Perisa Alami Barbekiu, Biji Buah Labu, PENGUAT RASA (MONONATRIUM GLUTAMAT DAN, Pengatur Keasaman Asam Malat, Pisang Raja.",1,unsafe
"dan garam halus, Penguat Rasa Dinatrium Inosinat [E531] dan Guaniiat [E627], kepiting, Tepung porang terbaik (48%), bubuk bawang putih, sirup tinggi fruktosa.",1,unsafe
"Air), Pati (Jagung, minyak jagung murni, Askorbil Pamitat, Gula halus, Pasta makaroni.",0,safe
"bubuk sagu, Diproduksi, 75470, PENGENTAL PATI ASETAT, PENGEMBANG.",0,safe
"minyak nabati berkualitas, emulsifier nabati, telur, Antikempal Silikon Dioksida (E551).",1,unsafe
"Ekstrak kelapa (50%), air bersih, gula pasir, perisa cocopandan buatan, pengatur asam (asam sitrat), pengawet natrium benzoat, madu (0,01%). Bebas pemanis artifisial.",0,safe
"Cabe Merah, Daun teh hijau premium, Biji Buah Labu, ibu, Pewama Alami Karamel Kelas IV, pati sagu murni, tepung beras.",0,safe
"Pengemulsi, Antioksidan Askorbil Palmitat, minyak dari buah sawit (dengan antioksidan tokoferol), Pemanis Alami Sorbitol Sirup, Tepung beras (80%), ikan.",1,unsafe
"Perisa Sintetik Lemon, Pemanis Alami Glikosida, Perisa Sintetik Vanila, bubuk konjak.",0,safe
"Mononatrium glutamat, penguat rasa dinatrium 5'-guanilat [E627] & dinatrium 5'-Inosinat [E631]), garam murni (1%), SAUS: Air, rumput laut wakame kering (7%), bubuk bawang putih (0, 15985.",0,safe
"garam murni, Lobak segar (60%), Singkong ungu pilihan, ikan.",1,unsafe
"Pengawet Kalium Sorbat, perisa Identik alami lidah buaya, terigu, PENSTABIL (KALSIUM KARBONAT.",1,unsafe
"Lobak berkualitas (60%), air murni, asam asetat food grade, garam, pengatur pH (asam sitrat, asam laktat), kalium sorbat, antioksidan vitamin C, glukosa murni, natrium sulfat.",0,safe
"Kentang, Minyak Kelapa Sawit, Tepung Beras, Kentang yang dikeringkan, Pati Kentang, Garam, Dekstrose (Gandum), Rempah-rempah, Minyak Bunga Matahari.",1,unsafe
"Mentega, Keju, Tepung Beras, Telur Ayam, Garam, Minyak Nabati",1,unsafe
"Daging ikan tuna (70%), air bersih, kaldu sayuran, garam dapur (0,7%), penyedap rasa MSG",0,safe
"lihat daftar yang dicetak tebal, bawang bombay bubuk, garam beraroma (5%) (dengan MSG, Hidrolisat Protein Nabati, gandum, minyak goreng sawit.",1,unsafe
"pengatur keasaman (asam asetat dan laktat), Tanpa pengawet dan pemanis artifisial, lesitin kedelai, Sup : Miso beras (59%) (air, 3%}, Tanpa Pengawet, Bubuk jagung premium (65.",1,unsafe
"Minyak dari kedelai (dengan antioksidan askorbil palmitat), air bersih, kuning telur, gula (mengandung pengawet sulfit), garam dapur, pengatur asam (asam asetat dan asam laktat), MSG, pengental xanthan gum, minyak biji sawi, sekuestran EDTA, perisa paprika alami.",0,safe
"Pengembang (Penstabil Dinatrium Difosfat, telur, Penstabil Kalium Fosfat, minyak nabati (dengan antioksidan TBHQ), minyak nabati murni.",1,unsafe
"kerang, Sayuran 38% (Kubis, kedelai, Glukosa, LEMAK REROTI (MENGANDUNG ANTIOKSIDAN(TOKOFEROL CAMPURAN PEKAT(307b))).",1,unsafe
"Kakao Bubuk (4, gluten, 242%), minyak dari kelapa sawit (dengan antioksidan tokoferol), Lobak kering.",1,unsafe
"campuran rasa soto (mengandung hidrolisat protein nabati, pengental pati asetat, Kentang segar pilihan, Penstabil Natrium Karbonat.",0,safe
"coklat hitam leleh, magnesium klorida), serbuk bawang putih, 21%), Tanpa, salmon, Protein Nabati (KedeIai).",1,unsafe
"Serbuk umbi porang murni (48%), tepung beras putih, air bersih",0,safe
"Tepung Terigu, Gula Icing (16.8%), (Gula, Putih Telur, Perisa). Margarin (Minyak Kelapa Sawit, Minyak Biji Bunga Matahari. Air). Sirup Glukosa Fruktosa, Aprikot (1%), Pengental Pektin, Garam,  Mentega, Pengatur Keasaman Asam Sitrat.
Mengandung alergen, lihat daftar bahan yang dicetak tebal. Dapat mengandung kacang-kacangan dan kedelai.",1,unsafe
"kacang almond, melon), Inulin, Ekstrak Protein Nabati, Tanpa Pengawet.",1,unsafe
"31% (Mengandung Hidrolisat Protein Nabati, Bebas pengawet dan pemanis buatan, 78% (Mengandung bawang putih (39%), Gelatin Sapi, gula halus, VITAMIN B3, Mengapdung alergen.",0,safe
"Penstabil Fosfat, PENSTABIL: GOM KACANG LOKUS, kepiting, Minyak bumbu: Minyak tumbuhan, pengatur asam (asam cuka dan asam laktat), tepung maizena.",1,unsafe
"pengatur asam (asam sitrat, Gula putih, hazelnut, Pewarna Alami Karamel Kelas IV.",1,unsafe
"Pewarna Tartrazin CI, pewarna buatan (tartrazin CI 19140, pewarna makanan alami karamel IV, kacang Tanah, cokelat cair pekat, Kacang Tanah.",0,safe
"aroma ayam artifisial, cabe, Penguat Rasa (Dinatrium 5'-Inosinat, Bumbu Original (Mengandung Penguat Rasa Mononatrium Glutamat), DAN PENGATUR KEASAMAN ASAM SITRAT, Kelapa, ESTER POLIGLISEROL ASAM RISINOLEAT TERINTERESTERIFIKASI), siung bawang putih.",0,safe
"pewarna sintetik (tartrazin CI 19140, Humektan Nabati, (mengandung Antioksidan Askorbil, Jahe, Minyak Triglsenda, Garan Pengatur Keasaman Asam Sitrat.",0,safe
"PERISA SINTETIK VANILA, tihat daftar bahan yang dicetak tebal, lemak cokelat murni, minyak sayur (dengan TBHQ), Bawang Merah, almond.",1,unsafe
"penguat rasa MSG, Racikan Bumbu Super Pedas Level 15 (Cabai bubuk, NATRIUM KARBOKSIMETIL SELULOSA, Perisa Alami Vanila, (Mengandung Penguat Rasa Mononatrium Glutamat), kedelai.",1,unsafe
"Tuna pilihan (70%), air murni, kaldu tumbuhan, garam (0,7%), mononatrium glutamat untuk memperkuat rasa",0,safe
"Ikan tenggiri cincang, bubuk sagu, garam dapur, minyak goreng murni.",0,safe
"Lobak segar (60%), Cokelat Hitam (17%), sirup fruktosa, 57%), Inulin, premiks vitamin dan mineral, minyak sayur murni.",0,safe
"MSG sebagai penyedap, Konsentrat sari buah lemon, lemak reroti (mengandung pengemulsi mono dan digliserida asam lemak dan antioksidan tokoferol), kacang Tanah, olive oil (4%), Ester Sukrosa Asam Lemak), Ekstrak Stroberi.",0,safe
"Kakao Bubuk 0, karagen, rapeseed), bubuk lada, lesitin kedelai.",1,unsafe
"Pewarna Sintetik Makanan Kuning FCF CI No, potongan bawang merah, Mengandung fenilalanin, ekstrak ragi, Bubuk Karamel (0, Daglng Ayam (56%).",0,safe
"Ubi ungu berkualitas, minyak tumbuhan, garam dapur, gula kristal",0,safe
"Ubi kayu pilihan (63,5%), minyak olein sawit berkualitas, bumbu (terdiri dari gula, penyedap MSG, serbuk bawang putih dan bombay, dinatrium guanilat dan inosinat), garam (0,63%).",0,safe
"Ikan sarden pilihan (51%), pure tomat (45%), gula, garam, bawang putih tumbuk (0,7%), bawang merah iris",0,safe
"Protein Nabati Terhidrolisis), Pewarna makanan sintetik kuning FCF CI 15985, Daging Ayam (50%), Mengandung.",0,safe
"Biji Bunga Matahari (83.8%), Garam (8.8%), Adas Manis Bubuk (1%), Kayu Manis (1%), Cengkeh (1%), Perisa Sintetik (4.4%)
Informasi Alergen : Diproduksi menggunakan peralatan yang juga memproses susu",1,unsafe
"Lemak Reroti (mengandung Antioksidan Askorbil Palmitat & Tokoferol) (19%), tepung beras putih murni, gandum, Dinatrium 5'-Guanylat).",1,unsafe
"Hidrolisat, Informasi Alergen:, hazelnut, rempah pilihan, Tepung Beras), campuran rempah rahasia.",1,unsafe
"Gula Icing, pati ubi kayu, Premiks Vitamin, sagu murni.",0,safe
"Bumbu Pedas Tingkat 15 (Cabai bubuk, 7%), serbuk bawang putih dan bombay, Penstabil [Asam Natrium Pirofosfat (E450(i)), ANTIOKSIDAN TBHQ, minyak nabati berkualitas, Cokelat Pelapis 33%, 79% (mengandung pewarna makanan sintetik Kuning FCF (CI 15985)).",0,safe
"perisa sintetik (anggur, gula putih (19, gula tebu, Pengatur Keasaman (Asam Sitrat), Kakao Bubuk 5%, PERISA SINTETIK(COKELAT.",0,safe
"997%), perisa alami paprika, Polidekstrosa, BUBUK COKLAT (4, 75130 (Mengandung Antioksidan d-alfa Tokoferol dan Asam Askorbat), lihat komposisi.",0,safe
"glukosa), udang, Pewarna alami Karamel I, bumbu bubuk (mengandung kecap asin.",1,unsafe
"Pengembang (Amonium Hidrogen Karbonat dan Natrium Hidrogen Karbonat ), Perisa Alami Asap, mentega, pengatur asam (asam sitrat), Penguat rasa Dinatrium 5'ribonukleotida) Pewama Alami Beta Karoten (sayuran) CI No, Margarin (Mengandung Antioksidan Tokoferol.",1,unsafe
"minyak olein sawit berkualitas, Pewarna Alami Beta Karoten (sayuran) CI, (TOKOFEROL CAMPURAN PEKAT (307b))), lesitin kedelai, Sirup Glukosa, Penstabil, ketumbar.",1,unsafe
"Ekstrak Bawang Putih, bawang putih kering, Lemak Kakao 0, minyak goreng nabati, garam laut (1%), gula dan sirup jagung fruktosa tinggi, 673%) (MENGANDUNG BUTTERMILK, GARAM.",0,safe
"Rumput laut pilihan (47%), minyak jagung murni, garam gurih (5%) (mengandung MSG, dinatrium inosinat dan guanilat sebagai penguat rasa), minyak zaitun murni (4%), minyak wijen asli.",0,safe
"Karagenan, Pala Bubuk, (GLUKONO DELTA LAKTON DAN NATRIUM HIDROGEN KARBONAT), TBHQ), Makaroni.",0,safe
"LEMAK NABATI, pewarna alami karamel IV, Krispi Beras (3%), Perisa Alami Vanila.",0,safe
"bubuk bawang putih dan merah, kedelai, Tanpa bahan pengawet dan pemanis artifisial, Kacang Hazel, irisan daun bawang kering.",1,unsafe
"crustacea, Singkong kering pilihan, Ekstrak Annato CI 75120), GULA PASIR.",1,unsafe
"lihat bahan yang ditebalkan, kedelai, 40800 (MENGANDUNG ANTIOKSIDAN DL-ALFA TOKOFEROL), SELULOSA, melon), Keripik singkong terbaik, lihat daftar bahan yang di cetak tebal.",1,unsafe
"pewarna sintetik tartrazin, 75300), pemanis artifisial asesulfam-K, crustacea.",1,unsafe
"Pewarna Alami Beta Karoten CI, Penstabil Natrium Tripolifosfat, ibu, tokoferol, Pewarna Makanan Sintetik (Tartrazin CI 19140, 15985 dan Tartrazin CI, Mungkin mengandung seledri, pati (kentang.",0,safe
"whey, minyak sawit murni, bumbu (berisi gula, Kentang segar pilihan, Bubuk Karamel (0.",1,unsafe
"Air, beras, 75810), ikan, Sayuran 38% (Kubis, penstabil (nabati dan fosfat).",1,unsafe
"PEWARNA BETA-KAROTEN CI, Kuning, aroma sintetis, Jagung (18, Minyak Kelapa Sawit, saus sambal (mengandung MSG) (41%).",0,safe
"Bubuk Ovaltine (19, RUMPUT LAUT (0, udang, pengawet kalium.",1,unsafe
"Tepung terigu (44%), minyak kelapa sawit, gula, pati jagung, bubuk keju (3,3%), susu bubuk, bahan pengembang (amonium bikarbonat dan natrium bikarbonat), sirup fruktosa, penstabil monokalsium fosfat, garam, tepung tapioka, emulsifier lesitin kedelai, tepung yang diolah (enzim protease dan amilase). Peringatan: Mengandung alergen, perhatikan bahan bercetak tebal.",0,safe
"penguat rasa dinatrium ribonukleotida, wijen, Rumput laut kering (47%), Minyak Nabati.",1,unsafe
"Kecap Manis: Gula, Ester Sukrosa, Margarin (mengandung pengawet Kalium sorbat, Cengkeh (1%), Ketumbar Bubuk.",0,safe
"Tepung porang terbaik (48%), ikan, bahan pengemulsi (fosfat, perisa sintetik (anggur, Sari Buah Stroberi (1%), minyak biji sawi, 49%).",1,unsafe
"Singkong terbaik (63,5%), minyak olein dari buah sawit, campuran bumbu (berisi gula, MSG, bubuk bawang putih dan bombay, penguat rasa dinatrium guanilat dan inosinat), garam murni (0,63%).",0,safe
"MI: Tepung tetigu, minyak nabati (mengandung antioksidan TBHQ), garam, pengental nabati, pengatur keasaman, pewarna sintetik Tartrazin CI No. 19140. BUMBU: Daging ayam (15%), jamur, air, minyak nabati (mengandung antioksidan TBHQ), bawang putih. gula, garam, lada bubuk, penguat rasa (Dinatrium 5'-Inosinat dan Dinatrium 5'-Guanilat), Vitamin B3.  MINYAK: Minyak nabati, bawang putih, antioksidan TBHQ. KECAP: Air, garam, kedelai, gula dan pengawet (natrium benzoat).
SAOS CABE: Air, cabe, gula, penstabil nabati, garam, bawang putih, cuka, pengatur keasaman, ekstrak minyak cabe, pengawet (natrium benzoat dan natrium metabisulfit), penguat rasa
(mononatrium glutamat, dinatrium inosinat dan guanilat). BAHAN PELENGKAP: Daun bawang kering.
KRIUK AYAM ASLI (5,43%)
Mengandung alergen, lihat daftar bahan yang dicetak tebal
Mungkin mengandung susu, Udang dan telur",1,unsafe
"Biji jagung pilihan, minyak goreng nabati, garam (1%)",0,safe
"BAWANG PUTIH, Pemanis Buatan Sukralosa, Penstabil Dipati adipat terasetilasi, Ekstrak Protein Sayuran, rumput laut (1%), TBHQ), 40800), daging sapi bubuk.",0,safe
"Serpihan Kentang 60%, Minyak Kelapa Sawit (Mengandung Antioksidan TBHQ), Bumbu Rasa Keju 5.1% (Mengandung Maltodekstrin, Susu, Penguat Rasa (Mononatrium Glutamat
Dinatrium Inosinat dan Guanitat). Keju Bubuk 9.5%, Garam, Rempah (Bawang Merah Bubuk, Bawang Putih Bubuk), Pengatur Keasaman (Asam Sitrat, Asam Laktat), Perisa Sintetik, Antikempal Silikon Dioksida. Pewama Alami Karmin CI. No. 75470), Pati Gandum,
Pati Jagung Gula, Pati Tapioka, Garam. Penguat Rasa Mononatrium Glutamat, Susu Skim Bubuk Pengemulsi Lesitin Kedelai, Antikempal Silikon Dioksida
Mengandung alergen, lihat daftar bahan yang dicetak tebal
Mungkin mengandung seledri, kedelai, telur, ikan, kerang, kacang tanah, kacang-kacangan sulfit",1,unsafe
"Rolled Oats (78,5%) Sultana (8%), Biji Bunga Matahari, Manisan Pepaya, Blackurrant, Aprikot (2%), Bekatul,  Kelapa Kering, Kacang Almond (1%).",1,unsafe
"Penstabil dan Perisa Sintetik (mengandung Antioksidan Alfa Tokoferol), Olahan singkong (64, Penstabil (Fosfat, 4% (mengandung pewarna alami kurkumin, 45%), 39%, Biru Berlian FCF CI 42090), cabai merah.",0,safe
"Tepung Terigu, Margarin (Mengandung Antioksidan BHA dan Pewama Alami Beta Karoten CI. 75130), Lemak Reroti (Mengandung Antioksidan BHA), Gula, Kismis (9%), Garam.",1,unsafe
"dan garam halus, emulsifier, Lemak Reroti (mengandung antioksidan tokoferol), Biji Bunga Matahari (88, 42090)), Magnesium Karbonat, Pewarna Alami Karamel III - E150c), Lobak berkualitas tinggi (60%).",0,safe
"Daging Ayam (50%). Air, Minyak Nabati, Tepung Roti (Mengandung Tegung Terigu, Pewarna Sintetik Kuning FCF CI. No. 15985 dan Tartrazin CI. No.19140). Isolat Protein Kedelai, Tepung Pelapis (Mengandung Tepung Terigu, Pengembang Natrium Bikarbonat dan Penstabil Dinatrium Difosfat), Bubuk Bawang Bombay, Bubuk Bawang Putih, Gula, Garam, Bumbu Rasa Ayam (Mengandung Penguat Rasa Mononatrium Glutamat), Bubuk Lada Putih, Penstabil Fosfat, Penguat Rasa (Mononatrium Glutamat. Dinatrium Inosinat, Dinatrium Guanilat), Bubuk Ketumbar (0.1%), Omega 3 (Mengandung Kasein, Antioksidan Askorbil Palmitat, Natrium Askorbat dan Tokoferol). Perisa Alami (Oregano & Rosemary), Perisa Sintetik Ayam Goreng Perisa Sintetik Ayam. Tanpa Pengawet.
*Mengandung alergen, lihat daftar bahan yang dicetak tebal.",1,unsafe
"Vitamin B3, magnesium klorida), Bumbu Frankfurter, Penstabi Gom Arab (E414).",0,safe
"Minyak kelapa sawit, tokoferol, aroma jeruk mandarin artifisial, jamur, lemak reroti (mengandung pengemulsi mono dan digliserida asam lemak dan antioksidan tokoferol), air mineral, tepung maizena murni.",0,safe
"Potongan singkong terpilih, daun limau, garam halus, bubuk cabai, minyak goreng nabati, campuran rempah, bawang putih cincang.",0,safe
"Serpihan Kentang 60%, lihat daftar baha yang dicetak tebal, crustacea, Tepung Beras), Air steril, Kecap Bubuk (1, aroma ayam artifisial.",1,unsafe
"42090 (133)), Tokoferol Campuran), Minyak nabati (Mengandung antioksidan, tepung mocaf (1, Minyak Goreng Kelapa Sawit (mengandung antioksidan TBHQ), Irisan singkong berkualitas, dinatrium guanilat dan inosinat).",0,safe
"ibu hamil dan ibu menyususi, Kalsium Karbonat (E170(i))], kenari, bawang putih parut (0.",1,unsafe
"Kuning FCF CI, Biji Bunga Matahari (90, wijen, bahan pengemulsi (fosfat.",1,unsafe
"KAKAO BUBUK, Perisa Sintetik Stroberi, pasta bawang bombay, Sintetik, PERISA SINTETIK(COKELAT.",0,safe
"Nori kering (47%), corn oil, garam spesial (5%) (dengan penyedap rasa MSG, dinatrium inosinat dan guanilat), extra virgin olive oil (4%), minyak wijen.",0,safe
"Lobak pilihan (60%), air bersih, cuka makanan, garam, pengatur keasaman (asam sitrat, asam laktat), pengawet kalium sorbat, antioksidan asam askorbat, glukosa murni, natrium sulfat.",0,safe
"Krim pasteurisasi, air, garam.",1,unsafe
"Daun teh hijau, beras kering",0,safe
"Ikan tuna giling (70%), air bersih, kaldu nabati segar, garam (0,7%), MSG sebagai penguat rasa",0,safe
"lesitin kedelai, daging sapi bubuk, (mengandung rumput laut 5%, cabai merah kering, Pati Jagung Gula.",1,unsafe
"Pewarna Alami Karamel l, cabai giling, Lemak Kakao), Minyak Olein Kelapa Sawit, xanthan gum, Serat rebung, Perisa Vanila, Kecap Bubuk (1.",0,safe
"Sirup jagung, gula, susu bubuk (13%), whey bubuk (9.5%), susu kental (8%), krim susu (7.5%), minyak nabati, garam, kalsium susu (3.2%), perisa sintetik susu, pengemulsi lesitin kedelai. Mengandung alergen, lihat daftar bahan yang dicetak tebal
Diproduksi menggunakan peralatan yang juga memproses gandum dan kacang",1,unsafe
"Sayap Ayam (85, pure tomat (45%), Rolled Oats (83, Bumbu Frankfurter, COKELAT (GULA.",0,safe
"Penguat Rasa (Mononatrium L-glutamate, jeli bubuk, Mononatrium Glutamat (MSG), 75300, tepung terigu.",1,unsafe
"Kakao bubuk (6, Penguat Rasa (Natrium Inosinat, kedelai, Cuka, Bubuk.",1,unsafe
"Krim pasteurisasi, air, pengatur keasaman, bakteri asam lakfat.",1,unsafe
"susu, MINYAK SAYUR, DAN PENGATUR KEASAMAN ASAM SITRAT, Premik Vitamin (Bl, Cokelat dan Vanila, Pewarna Alami Beta Karoten (sayuran) CI, Laver kering (47%).",1,unsafe
"minyak sawit, LAKTOSA, crustacea, Ekstrak Ragi, Diproduksi menggunakan peralatan, tepung yang dimodifikasi (enzim protease dan amilase).",1,unsafe
"Tepung dari gandum utuh, tepung beras putih halus, cokelat leleh, bubuk cokelat, krimer nabati, gula pasir, lemak cokelat, dan garam dapur",0,safe
"80%), ikan, 09%)), Vitamin E.",1,unsafe
"Ikan tenggiri giling, pati sagu, garam halus, minyak tumbuhan, bubuk cabai merah, bawang merah cincang",0,safe
"Singkong segar (63,5%), minyak kelapa sawit olein, bumbu (terdiri dari gula, penyedap MSG, bubuk bawang putih dan bombay, penguat rasa dinatrium guanilat dan inosinat), garam (0,63%).",0,safe
"wijen, Perisa Artifisial Vanila, PENGATUR KEASAMAN ASAM TARTRAT, lemak cokelat murni, Makaroni.",1,unsafe
"Pewama Alami Karmin CI, Polong, Perisa Sintetik Daging Sapi BBQ, biji wijen, LIHAT DAFTAR BAHAN YANG DICETAK TEBAL, 4%).",1,unsafe
"Ubi kayu berkualitas (63,5%), minyak sawit olein murni, bumbu (berisi gula, penguat rasa MSG, serbuk bawang putih dan bombay, dinatrium guanilat dan inosinat), garam (0,63%).",0,safe
"Sirup Gula Invert, Tidak menggunakan pemanis artifisial, COKELAT (GULA, Perisa sintetik rumput laut.",0,safe
"Minyak kedelai murni (mengandung antioksidan askorbil palmitat), air bersih, kuning telur ayam, gula (dengan pengawet sulfit), garam laut, pengatur keasaman (asam asetat dan laktat), MSG, xanthan gum, minyak mustard, kalsium dinatrium EDTA, ekstrak alami paprika.",0,safe
"Niasin, pure tomat (45%), cabai merah kering, Daging tenggiri pilihan, 95%), Sayap Ayam (85, beras olahan.",0,safe
"Campuran, Tidak mengandung pengawet dan pemanis buatan, thermophilus), Kuning FCF CI, malt, Tepung dari jagung (65.",1,unsafe
"Krispi Beras (3%), Perisa Sintetik Cokelat, Lemak Nabati (mengandung Antioksidan TBHQ), kedelai, gula dan pengawet (natrium benzoat), dan Pewarna Alami Beta-karoten dari Blakeslea trispora (Mengandung Antioksidan Tokoferol), pati Kentang.",1,unsafe
"bawang putih kering, Rapa Terhidrogenasi), perisa jeruk mandarin sintetis, BUBUK KARI, Alanin), telur.",1,unsafe
"Daun Bawang ( 1, PERISA ALAMI KENTANG PANGGANG, crustacea, Minyak Sayur, Biru Berlian FCF CI No, Ubi ungu terbaik.",1,unsafe
"Perisa Sintetik Cokelat, tepung dari beras, Margarin (Minyak Kelapa Sawit, 78% (Mengandung cabe merah (28%).",0,safe
"LIHAT DAFTAR BARAN YANG, Jagung Kernel Utuh 91%, Semolina, udang, margarin oles (mengandung pengawet kalium sorbat.",1,unsafe
"sirup jagung, minyak kelapa sawit murni (dengan tokoferol sebagai antioksidan), karagenan, Pewarna Sintetik Kuning FCF CI No, Mengandung pemanis buatan, Albumin, jagung).",0,safe
