nama produk,group_key,gold_label,label_id,audit_text_hash_v5,leakage_component_id,split
stick mentega (telur gabus),stick mentega telur gabus,unsafe,1,a192c589dc9b92aa5789b1e865a7bee5f7a5442868c87743979925298e779820,253,real_train
sukro,sukro,unsafe,1,c958786ad21b1575b42cb5bcdef328bb4c6eca7047ab2982acb40a4ff197f8e8,254,real_train
suzuki eikodo makanan ringan ekstrudat rasa keju,suzuki eikodo makanan ringan ekstrudat rasa keju,unsafe,1,f59bd72b059b7b917c077e383b1dc8f546e14f05fc092d891536c06379ca675d,256,real_train
swiss premium yogurt aloe vera,swiss premium yogurt aloe vera,unsafe,1,7d3157e642fb8258d184f9e070c1938143aaed46ae61e0ceb16f4e5f56e7f5eb,257,real_train
tango royal chocolate,tango royal chocolate,unsafe,1,fa6c62134cbe827d9e765899ca445033374b43473d6ecafb505eb6e80f6e45ed,259,real_train
tango vanilla delight,tango vanilla delight,unsafe,1,a6d8c68d176a531b8c91f7b76cd0f9a0fe7b8d6d1f98c06131a22851fb7e96f8,260,real_train
tango waffle choco hazelnut,tango waffle choco hazelnut,unsafe,1,abc1bc9327ef1c864bef4c155e1357deeb6a0813524f68bdbd792d0744722c75,261,real_train
tango walnut,tango walnut,unsafe,1,683dd83b9df42c04bca8fb4cc6710c0885c72fde6ae0041318cffbb89f1b73a9,262,real_train
tao kae noi,tao kae noi,unsafe,1,5a3223b23cce57cdffb8b275ab5bc60aac75239a465b451006bf99ba6de9b0d0,263,real_train
taro seaweed,taro seaweed,unsafe,1,f9507b7335173483a5eddca749cdb6276ce24789c8e8a414f2ff3ea6468b46c9,264,real_train
tepung bumbu nihon karaage mix,tepung bumbu nihon karaage mix,unsafe,1,6111e2f0c3be1bf2c04ae04d7805d17bc4e90dcb8d4bda686d38267e77f33264,267,real_train
toll candy,toll candy,unsafe,1,89e069dce7984fae139cadef39d57108ea5ef76fe89c21f07e6737e985eab4f4,268,real_train
top,top,unsafe,1,a43970a40e5e3baf2c647abb4423c147d4fe48904061778549274ecb2a8c1271,269,real_train
topping kocok coklat,topping kocok coklat,unsafe,1,9c2c77bf08befdcaa5818cbc9032b71cbaea94297769334ee4892b021eb8ea23,270,real_train
topokki,topokki,unsafe,1,942567d0c2f944d0b5791cbfd829964e2f93908cc6195068d3d71d723ff7051c,271,real_train
twister,twister,unsafe,1,c6b3dcabf2e31acfb336f460aa1310bbd1e4b55abc27beff2180e8dd16266c93,272,real_train
usagi pop corn,usagi pop corn,unsafe,1,c436c3be0a4cb4da270681a05421fbf5a1bdb0da61a167db3c60e96f99691d19,273,real_train
verkade sand cookis,verkade sand cookis,unsafe,1,e683fd101ac37f7b672120e973f6615c395c570170439d5863699f4282647ad2,274,real_train
verkade kruid biskuit,verkade kruid biskuit,unsafe,1,66a253961f947e773608a348e3e1754e09ecfba712f39e35c01fa7fa3f761c17,275,real_train
wafer rolli lapis cokelat susu,wafer rolli lapis cokelat susu,unsafe,1,9f57079945203d48197ada20b7a7bce8c18932765653524b10c123738f2c4981,276,real_train
yukiguni jeli aneka rasa,yukiguni jeli aneka rasa,unsafe,1,d2a9c7032fb7b1f4f0286145d3f2bb5a468456b5bfe406cc6db75581ac341d23,278,real_train
yummy youghurt,yummy youghurt,unsafe,1,8da39eeaa2679252ade7fd1b583f70cd44806b25959caa22f9016edbc2df563d,279,real_train
yupi strawberry kiss,yupi strawberry kiss,unsafe,1,8ca8d5aed6e111b6ef60c0745f5ff60cbd37743f7a351911f73c4440fd56478c,280,real_train
Bihunku Rasa Soto Nikmat,bihunku rasa soto nikmat,safe,0,ce8704a06de01a9d4bce0fe4b445c0e70b8ee48f5e6c8836209ac2dd139b0715,301,real_train
Soto Bihunku Istimewa,soto bihunku istimewa,safe,0,59727cd0d017fb039da62fe718d9209659b5cc4c9fd290f14c551860e1058166,302,real_train
Makaroni Krispi Boncabe Super Pedas 15,makaroni krispi boncabe super pedas 15,safe,0,a107a6510fb3022dbdc93535ff8a9b0312a7e7c9c0b6fab6f5eb3b21d66aa403,303,real_train
Boncabe Makaroni Kriuk Level Pedas 15,boncabe makaroni kriuk level pedas 15,safe,0,cd8ca6b0cfa7aef4f71018e412945fa175c28165354b9437b9fc61e1eff46cc3,304,real_train
Makaroni Renyah Boncabe Tingkat 15,makaroni renyah boncabe tingkat 15,safe,0,d8f33555f104f8558f0d9d06aca5ddd063893829fa218e94dae854bd463235cf,305,real_train
Boncabe Makaroni Garing Level 15,boncabe makaroni garing level 15,safe,0,aa6726829e3c82047826b8dd67bd6d68fe3139aec96aef1dfc9c35658384dfd8,306,real_train
Makaroni Kering Boncabe Pedas 15,makaroni kering boncabe pedas 15,safe,0,adc88f730cc6cbdcb06517c5c99ae466407e47ce7e1d1651556f6c6f3717768c,307,real_train
Boncabe Makaroni Krispy Level Extreme 15,boncabe makaroni krispy level extreme 15,safe,0,4eb641d31a7788fe0bc308786d6040af9081a0c585412459cd7328779c6958c6,308,real_train
Makaroni Krispi Boncabe Pedas Gila 15,makaroni krispi boncabe pedas gila 15,safe,0,5873291942b741336db577089efde464084c2dbd8b47c4f26050cf643747ffa3,309,real_train
Nasi Jagung Dailymeal,nasi jagung dailymeal,safe,0,4e4a006ba4efd465eb3f6ccc3dcd6b00e279897e7eb618409f4f522644430622,310,real_train
Dailymeal Jagung Nasi,dailymeal jagung nasi,safe,0,145c466c73af70792281f3e66bc2dbb1541ae883ee24e50e673d50d8e841b2b1,311,real_train
Nasi Jagung Sehat Dailymeal,nasi jagung sehat dailymeal,safe,0,5501b6fd219dd1f5da38589ac80445e29fcb3b07e29c3fc72eb8b74cbd746682,312,real_train
Dailymeal Nasi Berbahan Jagung,dailymeal nasi berbahan jagung,safe,0,54f384a543f22310e36b2eb84c1d16114a5e2595302c1df027e776c500aae85e,313,real_train
Nasi Jagung Istimewa Dailymeal,nasi jagung istimewa dailymeal,safe,0,d907cf38c3a9a900c4564b44c2173b4ac52b9c09b7b3baf72e34e64b0502f805,314,real_train
Dailymeal Sajian Nasi Jagung,dailymeal sajian nasi jagung,safe,0,bcf90856e671657d44a7b8d86e27c9444e419df9e73b37a4f353934b7667dcf0,315,real_train
Nasi Jagung Dailymeal Spesial,nasi jagung dailymeal spesial,safe,0,1de93e9a2fdff20b8a70f0a79cc25ae278cadae67aba04bb5bb6250b387d6274,316,real_train
Nasi Singkong Dailymeal,nasi singkong dailymeal,safe,0,4bf6937eec08f9e3f525c0fa44f74ca5503430ea890a3a82c8378a03acdd482d,317,real_train
Dailymeal Singkong Nasi,dailymeal singkong nasi,safe,0,adb04b79441cad7bdff5353bf3fc9509167d351fcd7e3763f4d7750e24e1daaa,318,real_train
Nasi Ubi Kayu Dailymeal,nasi ubi kayu dailymeal,safe,0,aa3275c09ced15155b68b6e0b3bb4d3bd8bd2e213c052b09cccb980813cde453,319,real_train
Dailymeal Nasi Berbahan Singkong,dailymeal nasi berbahan singkong,safe,0,0783ad0690d80312a321dbecad5742900e2c53dd1718be6974633378c6fe6719,320,real_train
Nasi Singkong Istimewa Dailymeal,nasi singkong istimewa dailymeal,safe,0,c7644ac4236d82687cf0e5aa398206ba0d860580693e2b1e0e72be58ed1e9e33,321,real_train
Dailymeal Sajian Nasi Singkong,dailymeal sajian nasi singkong,safe,0,ef6b480e06297297a990f2d1ca19ab2856e26dd106c8d50dfad6a52e7ea1a049,322,real_train
Nasi Singkong Dailymeal Spesial,nasi singkong dailymeal spesial,safe,0,d30a732161c2db3fe5dc004c834a77ab010cb8a572e9bd04960ff0bc913aac1b,323,real_train
Kukis Coklat Hitam,kukis coklat hitam,safe,0,8c24dca8a583a33ba7238ca0c0e665f9aeef6f64854f40582c22d843ef0d508a,324,real_train
Biskuit Cokelat Gelap,biskuit cokelat gelap,safe,0,fce47c1903dcb9bfe90f3f373875b12d2222f8b242ce2abf9f842e933dacb4d3,325,real_train
Kue Kering Coklat Pekat,kue kering coklat pekat,safe,0,649fdec919d2398a313d6b2465f2add77ce40179d6d6c4c87a129bacebbd10dc,326,real_train
Cookies Cokelat Hitam Lezat,cookies cokelat hitam lezat,safe,0,e3a146478341f1b5bf553df8c97336fae81dc05ff2bb86743bc6f51a69ed489d,327,real_train
Biskuit Gelap Cokelat,biskuit gelap cokelat,safe,0,2bc2bc2139ae1584a58da38b2c66007dde91d9d621ed79454383ce4053613d4b,328,real_train
Kue Kering Coklat Gelap Nikmat,kue kering coklat gelap nikmat,safe,0,6891b0764a9a1a094787d8059dfa69fb8b4a36223616439666627199d0d76d66,329,real_train
Cookies Cokelat Hitam Istimewa,cookies cokelat hitam istimewa,safe,0,cda98973817d419a3e66b8268b19e3462eb4483c2e4e680a1bc40c141c95daf8,330,real_train
Beras Porang Fukumi,beras porang fukumi,safe,0,5351bac72231f26ddf3f51b55f63f607f7ed7282edc3bdac9f4fe671e3bd67b0,331,real_train
Fukumi Nasi Porang,fukumi nasi porang,safe,0,b65568e65b8653b470da735a5ae8910b5dbea8aca1d94183aa981e29b145d7f8,332,real_train
Porang Beras Fukumi,porang beras fukumi,safe,0,337ec4559959b7bb24e0bb3ad7334242ec048f5ade4757326abd50fd666db69b,333,real_train
Fukumi Olahan Beras Porang,fukumi olahan beras porang,safe,0,af73e7fabe0d534bff9857ba9e0ae06b9f1a5e268f02e5c931ab78216e7e9660,334,real_train
Beras Porang Istimewa Fukumi,beras porang istimewa fukumi,safe,0,5a90eb38b2d4d55c6974b8e961462add3ec0fa28eeb8a7dfeec36e6f217a6e6a,335,real_train
Fukumi Sajian Beras Porang,fukumi sajian beras porang,safe,0,478722cb0d9973cfe2775b8a256d458e96d888ff280323d9b5f4513fb7c6a1f8,336,real_train
Beras Porang Fukumi Spesial,beras porang fukumi spesial,safe,0,790e25f89802c9ac2cfdfb80b1db2490b0db535c879a2296d5456bffe376f2d6,337,real_train
Koin Kemplang Ikan,koin kemplang ikan,safe,0,4b90cccba4be177f97dc80f84b3dfe3aa54ed86076d77bb956ebf3237ad4219a,338,real_train
Kemplang Koin Ikan,kemplang koin ikan,safe,0,cfd5e7729a2e49b8b421ca4a680197e5f1ddf7226623ec301dea0d2ba265a943,339,real_train
Ikan Koin Kemplang,ikan koin kemplang,safe,0,7042bea563f4e1b0bdff2466460d436350f20feea364a817c93fbd46f8b9b8f9,340,real_train
Kemplang Ikan Berbentuk Koin,kemplang ikan berbentuk koin,safe,0,a80c4c9319a51c71400d239a326e06ab3e313f58042682c202b893614fbf7402,341,real_train
Koin Ikan Kemplang,koin ikan kemplang,safe,0,b497777d733c01d9a6477d3a5252c6c19ec51763c7d7c5e37bdcbcfcabcaa40d,342,real_train
Kemplang Koin dari Ikan,kemplang koin dari ikan,safe,0,26032bc55e53c0d88f0e89200ecf2219589c78211928788ac1cb814fe0ce4497,343,real_train
Ikan Tenggiri Kemplang Koin,ikan tenggiri kemplang koin,safe,0,6b209e9cb890a85e3dce352f478dc8e33f5f6a3d0d36f06042e47633eb818ab7,344,real_train
Udang Kemplang,udang kemplang,safe,0,2d1bd8bb6265931a9488f24818363cac9f2f5df037ad67ff8ccb1b115c05e897,345,real_train
Kemplang Rasa Udang,kemplang rasa udang,safe,0,6eaf7ed18ea583c11bded58c19e69c1e22ad227d03146a3c4306cf0aa1df3f2b,346,real_train
Udang Krispi Kemplang,udang krispi kemplang,safe,0,0283939698bde5cc10ade31465033fa36fa7545935a14423528842ceab82fa18,347,real_train
Kemplang Udang Renyah,kemplang udang renyah,safe,0,eed7ddb474e4d25ade79d73abacb8912c1b506ee9ecb85c7a1087c3e01268feb,348,real_train
Udang Goreng Kemplang,udang goreng kemplang,safe,0,eaf2aff2b138df139fc9f150740832430451f7b18d60f22bb3cbb81928494218,349,real_train
Kemplang Udang Lezat,kemplang udang lezat,safe,0,42eb4bb707afa41815d0c35974a2954d4ebeb7e1f212ed13f847bfb25d07bf94,350,real_train
Udang Kemplang Gurih,udang kemplang gurih,safe,0,741fda9cc45028ab1564a746035804bfbbac5b0deb2b4633dbf267e453eff73a,351,real_train
Kentang Rumahan,kentang rumahan,safe,0,3966236142cd7c3e890161e241990d34cee74ceb2f417f69526f8f2bc7311822,352,real_train
Home Style Kentang,home style kentang,safe,0,34df42d886121fc6b9d32c49e9c912009cf5dca06c7c9fe1729c7ab6dd1c67ba,353,real_train
Kentang Gaya Rumah,kentang gaya rumah,safe,0,16937ecc0188b4d83b08f2d5535b0c245b06ca43ad21f1ceef5d1491fbb3b16a,354,real_train
Kentang Olahan Rumah,kentang olahan rumah,safe,0,7c59942c3f922fd8dce683884bcd55a9c1583228bdafa7b6cfb73568df865e1c,355,real_train
Kentang Rasa Homemade,kentang rasa homemade,safe,0,415638c35bb1e5fef96088eff9dae0a479be65b892acdac3127314f35235520a,356,real_train
Homemade Potato Snack,homemade potato snack,safe,0,36734a764222e0a9da807dc8bd4cd54042534e2f5269d4866a588e34c20272ba,357,real_train
Kentang Kriuk Homestyle,kentang kriuk homestyle,safe,0,c10e52919c8ea1283dae031841396832edf95fae50ade82a11820b32e327d366,358,real_train
Karuhun Singkong Krispi,karuhun singkong krispi,safe,0,50935172c0fb592b7af505cfda7f85fb3433f4c03bb6954ceb7939be6e136a49,359,real_train
Keripik Ubi Kayu Karuhun,keripik ubi kayu karuhun,safe,0,337b9d34efd285350880f5f7c19c9853ea30ff6f2a750b5d23dc69f5c903fe78,360,real_train
Karuhun Cassava Chips,karuhun cassava chips,safe,0,0193193bac41ad106efc857103a8088f332f6c80323bb53d188bb7e8e4bfbf2c,361,real_train
Keripik Singkong Rasa Karuhun,keripik singkong rasa karuhun,safe,0,5702c7f9d94800afd86a8cdd3294364e37c5eb484f159b6d53f3f48b6a5ccffe,362,real_train
Karuhun Crispy Cassava,karuhun crispy cassava,safe,0,9a941f09d2dd540a8f34495b3bce79547623806a668a5c87c52b740ca7822cad,363,real_train
Keripik Ubi Kayu Gaya Karuhun,keripik ubi kayu gaya karuhun,safe,0,b229d6c7425940cf2d670d80f4c0b928b82cd6ef4afb8d4d57fe785bf5760a19,364,real_train
Karuhun Singkong Gurih,karuhun singkong gurih,safe,0,1da2e9b04f366eb33b710ad4d71f5ab8f81aac6e52c42b864f7d3e0b9ccb3c78,365,real_train
Krispi Ubi Ungu,krispi ubi ungu,safe,0,46929203e8db5a882564a88a9ac08b5dadd6f1e868d53ee6c1fc5415f19d2e53,366,real_train
Keripik Ungu Manis,keripik ungu manis,safe,0,bd20473fcf01cec39e60acece3b5333a0f6922de49b0d81405186414f81462ba,367,real_train
Ungu Chips Gurih,ungu chips gurih,safe,0,8862d8519217b5946c47f34ec955f8fd8733fe72b74868e109e34034c4bb09e2,368,real_train
Keripik Ubi Rasa Ungu,keripik ubi rasa ungu,safe,0,635fe9f4e217c2d08662757faeadab1caabda871dd031f9ec8a63690b9e7e57a,369,real_train
Ungu Crispy Delight,ungu crispy delight,safe,0,576ce410a3b49f459233e6c2df4f4b3854f90a156ad8f7a6cf942ba6cc75caef,370,real_train
Keripik Singkong Ungu,keripik singkong ungu,safe,0,3cb12f9e416fc20d90e8014ee3d3a63425a6a1b8266f27f671bf8f0f218ee675,371,real_train
Ungu Cassava Crisps,ungu cassava crisps,safe,0,c9804e189b230d21d4584d657641be9d617fc3fa721a860c00da933369e829e9,372,real_train
Balado Pedas Kerupuk,balado pedas kerupuk,safe,0,22850608ee136ac7e440bccd8b66b5fbd6e3b446af688a301559c0b9becb151a,373,real_train
Kerupuk Rasa Balado,kerupuk rasa balado,safe,0,b9201113c452f0e412550fd884034694fd74dfc3579a7eac06549e1ce44f35b5,374,real_train
Pedas Balado Krupuk,pedas balado krupuk,safe,0,3819abe7d7f219786837566c61af400e34e99197e1ceea97433354030dafc9aa,375,real_train
Kerupuk Ikan Balado,kerupuk ikan balado,safe,0,5345aea90444147642591fbd9c804bd5e5ae1b962ee1294157bb53e1680f2989,376,real_train
Balado Crispy Crackers,balado crispy crackers,safe,0,6b4691e905b1d68af8bee1a68e8eb879d3a378c00247410a9cd4144b359905ed,377,real_train
Kerupuk Pedas Ala Balado,kerupuk pedas ala balado,safe,0,de1ba9ae1c22df95020c9472bf0f0c8123f895ff872767253aecb79366e5613d,378,real_train
Spicy Balado Krupuk,spicy balado krupuk,safe,0,6b778c5894a417cdd302aea71447c1e1560a673d45bac619c44fe143b1ccf7a4,379,real_train
Pilus Kerupuk,pilus kerupuk,safe,0,c73808317504f57aa2d8215555e40b9f488642df49e91ec4a9320d52d0767e48,380,real_train
Kerupuk Ikan Pilus,kerupuk ikan pilus,safe,0,c13ea1d73364245c7d2298c549fc887c5111be20bb466057306864937176b8bb,381,real_train
Pilus Ikan Crispy,pilus ikan crispy,safe,0,d2cba00c2dcc90cbf2b203a1fef84d4d0e1e93f03d234fd7ebd601e3e57ff274,382,real_train
Kerupuk Tenggiri Pilus,kerupuk tenggiri pilus,safe,0,8c295fb1995c093331e59747ab9756d9e6dec9f0521036e3c4181ba12202e772,383,real_train
Pilus Krupuk Gurih,pilus krupuk gurih,safe,0,0eabf0b275e535f9e64e91151f8dc13a6e2f307561b20e529847f45cfbf6fec8,384,real_train
Kerupuk Pilus Renyah,kerupuk pilus renyah,safe,0,ae47a8610aea7d72c8587d4f462df2f0af0bbed4ae97b6d390feec5980a9119d,385,real_train
Crispy Pilus Crackers,crispy pilus crackers,safe,0,0eee799933f00c00bfac9925dcfe5e4448a079d70c3cea9f659b31f2535130f8,386,real_train
Kornet Tuna Kingsfisher,kornet tuna kingsfisher,safe,0,0b0087f00843283a0b54e7d0d13b9d8aab9964708cacf3d8940d235839f85134,387,real_train
Kingsfisher Tuna Corned,kingsfisher tuna corned,safe,0,7bd61e50d744b058a1b1ab1f0720c96c5a1998437bcfb412f1b0b98560df0305,388,real_train
Kornet Ikan Tuna Kingsfisher,kornet ikan tuna kingsfisher,safe,0,d840c04d4659eb5b7748131a901dd81e7777bc7cd723b175fd2e2c0df8bb861a,389,real_train
Kingsfisher Olahan Tuna Kornet,kingsfisher olahan tuna kornet,safe,0,6679a3e84c8e7d1802a2292bcbbe19559ebcccc5f4d393257ccb770b47c3b1e6,390,real_train
Tuna Kornet Premium Kingsfisher,tuna kornet premium kingsfisher,safe,0,1e566f7fcb382e8e9b842a0d26cc19f694610886127a4a7f620d8274085e6906,391,real_train
Kingsfisher Sajian Kornet Tuna,kingsfisher sajian kornet tuna,safe,0,6afd309b284d5e0c2725243ea6c066075603689e49437dd87754f3a8590f5993,392,real_train
Kornet Tuna Lezat Kingsfisher,kornet tuna lezat kingsfisher,safe,0,52af6b249f201313f5f22c965f73a318267bb76179e8c8302bbaa2e7397705ea,393,real_train
Saus Mayo,saus mayo,safe,0,062d8bafdcb59a8220509864668e9baadb6dbfedae2784de6f8f0b2d905ae0cf,394,real_train
Mayones Lezat,mayones lezat,safe,0,653293a8f747968cf2946b968f5fe67e7e0234f2a8dfbb479fc15e9957197c01,395,real_train
Krim Mayo,krim mayo,safe,0,97b5c75383ee8cbf6d69ef4ba2e9327d8ad9aeefd755d23e6e9a70ca603d24cf,396,real_train
Mayonais Creamy,mayonais creamy,safe,0,a5dd6de63be6850a2d51988310d6338d18e07b2eda23f1e6dc32be7f4dcdf72b,397,real_train
Mayo Gurih,mayo gurih,safe,0,cd0422dbb02f9d4a013a8fe5127735b052c58bc8f9f10c9a568f3bf7adf684e4,398,real_train
Saus Mayonais Premium,saus mayonais premium,safe,0,3ced695cdb8d0c74282bb28db4e6ca2b19d7ac3a45a628115dd779b239fd078e,399,real_train
Mayones Nikmat,mayones nikmat,safe,0,988388019472fca087164c17c101e58fa7016c9db47389ab57158d37ed02a7d9,400,real_train
Jeli Lezat,jeli lezat,safe,0,4f8a03d15f87976fbc02b107eeabca187c3141d7972ce93bfed830cf920cb3c9,401,real_train
Jelly Delight,jelly delight,safe,0,67a80e62a392f5e0418591d6a346975c128be0d8cd814cd7250be841cf4914b1,402,real_train
Nikmat Jelly,nikmat jelly,safe,0,e5bc3a50e8a37e0b411b99118f7e063b1bc0a1f59a928ac8c18c33eb329a1f4a,403,real_train
Jeli Segar,jeli segar,safe,0,8efd69a29bc0be37708d1b3251d4ed763e2c0a4adf7ee93ac14bd7cebd961394,404,real_train
Jelly Manis,jelly manis,safe,0,7fb881bd92dabc38de5d9102c105fc78dc3869e129af57ca8eb19493fc628291,405,real_train
Jeli Istimewa,jeli istimewa,safe,0,f9574a2ee9c20d5844724cc181b07dbcd1aeac4646c170ec3033051031958497,406,real_train
Jelly Kenyal,jelly kenyal,safe,0,2da7fe07b9de36eb769c16225bad74da515cf8a5eee8ba8771a1e13cbbf3bca6,407,real_train
Kelapa Nata,kelapa nata,safe,0,5f5e21792828ba9ea85e0d172463946bbc6642c4a058f9241c73ee21eabef3ce,408,real_train
Nata Kelapa Segar,nata kelapa segar,safe,0,0aaabcf79536b848fe36fdb28dab39e47b1937f0c3700cefb82aef97c72a2882,409,real_train
Coco Nata,coco nata,safe,0,3e109db8abf39bbefdb3f3bda8173c76f5a41c8521a9f6a73f34025d868fbc9f,410,real_train
Nata Kelapa Nikmat,nata kelapa nikmat,safe,0,85371fdd68abb25403c7c87361c4aa6fca48d18c200c0d69c0623aeeb09d6ca3,411,real_train
Kelapa Nata Lezat,kelapa nata lezat,safe,0,c37073e8a3482b15fc31b6745b7101fa6dd000f66b0085bd1ad2b2d4e58fc08b,412,real_train
Nata de Coco Premium,nata de coco premium,safe,0,250e598838c1c4c5405ffdbc1725b17e008daad9bd83e869efe8260fa46967df,413,real_train
Coco Nata Istimewa,coco nata istimewa,safe,0,239bddf16e02ff25576ba262937cc82bc42a4afcb42a8c6d021c68520a87a5e4,414,real_train
Keripik Tortilla Asin Poco Loco,keripik tortilla asin poco loco,safe,0,ab8a77de78fcbdcff78716df9f30dd2e4d8795a29514ca8e0b7f1d4719ff5d3b,415,real_train
Poco Loco Tortilla Gurih,poco loco tortilla gurih,safe,0,7c5bef8b10e7c83ec057c45640326d917b70460a0be30ee6af3815cb49dea430,416,real_train
Tortilla Chips Poco Loco Rasa Asin,tortilla chips poco loco rasa asin,safe,0,fd3ad46e9add017d5b9f2cbdd85f08f9295af6c88070de24b4cd805893c5c6dd,417,real_train
Keripik Jagung Asin Poco Loco,keripik jagung asin poco loco,safe,0,d01087a410385c03c0283ad2301c82b4a60fd71c5de0fbd1ca0da657bfb0575f,418,real_train
Poco Loco Tortilla Renyah Bergaram,poco loco tortilla renyah bergaram,safe,0,38cb5dd247a854ef984e27d20c1ff35523ade25a8c183e99dcb7e153a1b039a9,419,real_train
Salted Corn Chips Poco Loco,salted corn chips poco loco,safe,0,c57031d4835c009323aadc1901d16b07fe207b8096fce3457575a722f2830cf6,420,real_train
Poco Loco Tortilla Chips Gurih,poco loco tortilla chips gurih,safe,0,aaf859a14c3ae2e1e94469efbe4a3349aa919dda02b0da91b22f06197968c451,421,real_train
Keripik Singkong Qtela Original,keripik singkong qtela original,safe,0,e704c26ec372c0364de1a0a2afac06e5d55eab1b8a6ec66372622aba8c377bd2,422,real_train
Qtela Singkong Asli,qtela singkong asli,safe,0,12935224db4d26d4b49ba7f7d9fb60ac7d0f84b41760ff1ac0f4f89aba2ce864,423,real_train
Kripik Ubi Kayu Qtela,kripik ubi kayu qtela,safe,0,e0ca9130a965299133603abc5bc603ae7c1a78f8250aef01301bd240f1f93917,424,real_train
Qtela Singkong Renyah,qtela singkong renyah,safe,0,7019d9f58da10f1d6567cea0cd1e0df8b962b158aeba3734ce0d5e8f4d2ebe24,425,real_train
Singkong Goreng Qtela,singkong goreng qtela,safe,0,45e034e16d51dc623d2f87a27643ceb2fee94f2e1012c88e530ae57b8263dd5a,426,real_train
Qtela Chips Singkong,qtela chips singkong,safe,0,d7b340c26bfc731220c07fe59343bb54c237cd998963f3e1c25f61ff348a0da3,427,real_train
Qtela Singkong Kriuk,qtela singkong kriuk,safe,0,2f886311b5feda1c5a20a98e15ffd4809330d9ba69b138be91e387b56bbeca88,428,real_train
Mama Suka Seaweed Snack,mama suka seaweed snack,safe,0,a5f66c6844702e10e4214b87770a38eba31a5bd98d54646434206872471ba64c,429,real_train
Keripik Rumput Laut Mama Suka,keripik rumput laut mama suka,safe,0,e94eaa9092ea53573b17437dc2c9d73de2b19b005a3efbba5c42887b53543464,430,real_train
Mama Suka Nori Crispy,mama suka nori crispy,safe,0,90d336825b7daa703ad41784f6ebe3c4dac2244f79e40397cc1b58e8cdebe2ed,431,real_train
Rumput Laut Renyah Mama Suka,rumput laut renyah mama suka,safe,0,a094e5b020d309524a1f89b5ae864a23c292cccd36405f48f17ace62a67ac823,432,real_train
Mama Suka Seaweed Crisps,mama suka seaweed crisps,safe,0,42a1cbcbfaf5ad09facefd66a91d509ce45b239a9ecc7b6f4b136b9af9a8ceac,433,real_train
Keripik Nori Mama Suka,keripik nori mama suka,safe,0,b69286d1c39115930fd72c66bb94909b952bcb535d676f89cdd814eef17aca38,434,real_train
Mama Suka Laver Snack,mama suka laver snack,safe,0,b36403b2d97e0a50b69268308934e9ed28f1a35c76dc44b9783e9ff5abb28081,435,real_train
ABC Sarden Pedas Ekstra,abc sarden pedas ekstra,safe,0,dce079e7e3dff55cdff8994e12201bb15402618d9c0ba28cb18af5272c5706ff,436,real_train
Sarden Ekstra Pedas ABC,sarden ekstra pedas abc,safe,0,f7c780f76dd8dd27e55490073d305f5ff6848f6c9d5ddd1d04f2c76067122d90,437,real_train
ABC Ikan Sarden Super Pedas,abc ikan sarden super pedas,safe,0,366b3080eea5c14fa8922b1be1bcaa0d73eb0371d9b8c57e93ad3d93553ba8f4,438,real_train
Sarden Pedas Maksimal ABC,sarden pedas maksimal abc,safe,0,2186a439e52590258a02f7996e19372f32d121a984b2481d72050b25853dd1ba,439,real_train
ABC Sardines Bumbu Pedas,abc sardines bumbu pedas,safe,0,c2e2139c01af3d45fe525cc8c55821a05e1bcc5b40fc7df973a7554a6af01b91,440,real_train
Sarden ABC Rasa Pedas Gila,sarden abc rasa pedas gila,safe,0,263713b9002286d95ee8cf0779842c6d70d76beebe8179a49b4fdfce8acb1b17,441,real_train
ABC Extra Hot Sardines,abc extra hot sardines,safe,0,6a21a202a37b817ba28169b9e192c307ef33075dbfd028ce71bf8f2ee26feded,442,real_train
ABC Sarden Original,abc sarden original,safe,0,beb3f2f7a54977bc0392a1a418cd9d55c5fe4821aebaed23fe1f570fa375ed6e,443,real_train
Sarden Klasik ABC,sarden klasik abc,safe,0,930b5d72cd42ebee694b26d05c448f57603ae4908cb8a7afa6feb100b395da01,444,real_train
ABC Ikan Sarden Saus Tomat,abc ikan sarden saus tomat,safe,0,dec1887ce0239ccbcfdffaf1afb97ca4a084d75a6ff12174db4d02f811278ec7,445,real_train
Sarden ABC Bumbu Tomat,sarden abc bumbu tomat,safe,0,748de71ab2c851aa7dcda015cdcc3bf4ac90287a07ef81d7386fd0d20b0dfeb6,446,real_train
ABC Sardines Tomato Sauce,abc sardines tomato sauce,safe,0,2649530cdc48f5a75607465edc9642f52147e63d91edf8ab7fc8e84ffa5521a6,447,real_train
Sarden Saus Tomat ABC,sarden saus tomat abc,safe,0,28173414fbde32ac641fbdbf176eb180b5bb6126ccaac91da7d43f278b885c81,448,real_train
ABC Sarden Tomat Lezat,abc sarden tomat lezat,safe,0,6d4fd078d90948e2eb267d077717b1bc277d7892e30c1474dd6793cc712307c9,449,real_train
Irisan Lobak Pembungkus,irisan lobak pembungkus,safe,0,50d76182249634bc4e0600f84c2b15d0e33a0970a5a77aeceb7397bd73547704,450,real_train
Radish Slice Wrap,radish slice wrap,safe,0,e16f3c2fe00b948b92ac0fbcd661cf9ed7a7020f3ab669330ee1504a298bd31b,451,real_train
Potongan Lobak Tipis,potongan lobak tipis,safe,0,cebcf1b85376f07cfcdd932cbb3707eaf9446ea51ce36a08b053bf8d88244f7f,452,real_train
