nama produk,text,label,label_id,gold_label,group_key
krekers water cracker original,"Tepung Gandum, Minyak Nabati, Garam, Pengembang Amonium Hidrogen Karbonat. Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,krekers water cracker original
krisbee pillow coklat,"Pasta Cokelat (mengandung Minyak Kelapa Sawit, Kakao Bubuk (3.5%), Pasta Kacang Hazel, Kakao Massa (2%), Ekstrak Malt, Perisa Sintetik, Pengemulsi Nabati, Pemanis Alami Glikosida Steviol), Tepung Terigul, Gula, Beras, Kakao Bubuk (2.2%), Garam, Pengembang Pewarna Sintetik Makanan Coklat HT CI No. 20285. Mengandung Antioksidan (TBHQ dan Alfa Tokoferol) dan Pewama Alami Karamel III. 
Mengandung alergen: Susu, Kedelai, Kacang Hazel, Gluten.
Dvoduksi menggunakan peralatan yang juga memproses Telur, Ikan, Krustasea dan Sulfit.",unsafe,1,unsafe,krisbee pillow coklat
kuaci rebo coconut,"Biji Bunga Matahari (90.58%), Garam,
Bubuk Kelapa (0.5%), Perisa Sintetik Kelapa
Informasi Alergen : Diproduksi menggunakan peratatan yang memproses susu",unsafe,1,unsafe,kuaci rebo coconut
kuaci rebo milk,"Biji Bunga Matahari (88.45%), Garam,
Rempah, Perisa Sintotik, Susu Bubuk (0.04%)
Informasi Alergen : Mengandung Alergen, lihat daftar bahan yang dicetak tebal",unsafe,1,unsafe,kuaci rebo milk
kuaci rebo original,"Biji Bunga Matahari (83.8%), Garam (8.8%), Adas Manis Bubuk (1%), Kayu Manis (1%), Cengkeh (1%), Perisa Sintetik (4.4%)
Informasi Alergen : Diproduksi menggunakan peralatan yang juga memproses susu",unsafe,1,unsafe,kuaci rebo original
kuaci rebo salted caramel,"Biji bunga Matahari (88.18%), Garam, Rempah, Bubuk Karamel (0.5%), Perisa Sintetik
Informasi Alergen :
Diproduksi menggunakan peralatan yang juga memproses susu.",unsafe,1,unsafe,kuaci rebo salted caramel
kukis dengan potongan triple cokelat,"Tepung Gandum, Mentega (mengandung susu), Cokelat (16%), Gula, Gula Merah, Padatan Susu. Pengembang Natrium Hidrogen Karbonat, Perisa Alami, Garam, Mengandung alergen. Lihat daftar bahan yang dicetak tebal. Mengandung : Gandum, Gluten, Susu, Kedelai. Dapat mengandung : Telur, Kacang Tanah, Kacang Pohon.",unsafe,1,unsafe,kukis dengan potongan triple cokelat
kukis rasa cokelat renyah,"Tepung Gandum, Minyak Nabati (mengandung antioksidan tokoferol dan pewarna alami Beta-Karoten (sayuran) CI. No. 75130), Cokelat Hitam (17%), Gula. Gula Merah, Sirup Glukosa, Pati Beras, Kakao (3%), Garam, Perisa Alami, Pengembang Natrium Hidrogen Karbonat, mengandung alergen, lihat daftar bahan yang decetak tebal Dapat mengandung : Telur, Susu, kacang Tanah. Kacang Pohon.",unsafe,1,unsafe,kukis rasa cokelat renyah
LaVache qui rit original,"Susu skim rehidrasi (56%), keju (21%), mentega, protein susu, garam pengemulsi: natrium polifosfat (E452i); konsentrat kalsium susu, konsentrat mineral susu, konsentrat susu (mengandung asam laktat). Mengardung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,lavache qui rit original
leibnis butter biscuit,"Tepung Terigu, Mentega, Gula Pasir,
Sirup Gula Invert, Whey, Telur Bubuk, Garam, Susu Bubuk, Perisa Alami (Susu dan Vanilla), Pengemulsi (Lesitin dan Dikalsium Difostat), Pengatur Keasaman Asam Sitrat.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,leibnis butter biscuit
lemonilo,"Mi: Tepung terigu, tepung mocaf (1.81%), garam, saripati bayam
(0.04%), pewama alami klorofilin tembaga kompleks CI. No.
75815, penstabil nabati gum arab, pengembang natrium karbonat
Bumbu: Gula, garam, daging sapi bubuk, ekstrak ragi, penstabil
kalium klorida, maltodekstrin, bubuk bawang putih (0.28%),
bubuk bawang bombai (0.21%), bubuk keturbar (0.14%), Perisa
alami santan
Bubuk Cabai: Bubuk cabai (0.62%)
Minyak Rendang: Minyak nabati, bawang merah (0.5%), daun
salam, ketumbar, perisa alami paprika oleoresin, jinten, kunyit
(0.06%)
Kecap Manis: Gula, air, garam, kedelai hitam",unsafe,1,unsafe,lemonilo
lexus,"Tepung Terigu, Minyak Nabati, Gula, Susu Full Cream Bubuk (4.39%), Lakotsa, Dektrosa Monohidrat, Pati (Jagung. Tapioka), Pengembang, Kalsium Karbonat, Garam, Pengemulsi (Dinatrium Difosfat, Lesitin Kedelai), Penguat Rasa Mononatrium Glutamat, Perisa Sintetik (mengandung Antioksidan BHA), Pengatur Keasaman, Lemak Susu Anhidrat, Parsley, Jeruk Lemon Bubuk (0.06%), Pewarna Alami Beta Karoten CI.No. 40800 (mengandung antioksidan dl-alfa Tokoferol).",unsafe,1,unsafe,lexus
lotte krekers mini rasa keju,"Tepung gandum, Lemak Nabati, Lemak Reroti, Gula (mengandung Pengawet sulfit), Fruktosa, Minyak Ketapa Sawit,
Maltosa, Garam, Mentega, Keju Bubuk (0,2%), Pengemulsi Lesitin Kedelai.",unsafe,1,unsafe,lotte krekers mini rasa keju
lotte toppo,"Cokelat Compound Susu (55.56%),
Tepung Terigu, Lemak Reroti Nabati
(Mengandung Antioksidan Tokoferol),
Pati Gandum, Gula, Kakao Bubuk (1.72%), Gula Invert, Ekstrak Malt, Garam, Pengembang Natrium Bikarbonat, Pewama Alami (Karamel Kelas III/E.150c).
Mengandung alergen, lihat daftar bahan yang dicetak tebal
Mengandung Alergen : Susu, Gluten, Kedelai Dapat Mengandung Alergen : Kacang pohon
(tree nuts), Telur",unsafe,1,unsafe,lotte toppo
lotus biskuit karamel,"Tepung terigu, Gula, minyak nabati non-hidrogenasi (kelapa sawit, rapeseed), sirup gula, pengembang (natrium hidrogen karbonat (INS500ii)), tepung kedelai, garam, kayu manis. Mengandung alergen, lihat daftar bahan yang dicetak tebal. Aditif makanan bersumber dari tumbuhan dan sintetis. Mengandung: gandum dan kedelai.",unsafe,1,unsafe,lotus biskuit karamel
magnum chocolate almond,"Air, Cokelat Pelapis* 33%, Gula, Minyak Nabati, Padatan Susu 5.6%, Butiran Kacang Almond 4.1%, Sirup Glukosa, Pengemulsi Nabati, Penstabil Nabati, Perisa Alami Vanila, Pewarna Alami Beta Karoten (sayuran) CI. No. 75130 (Mengandung Antioksidan d-alfa Tokoferol dan Asam Askorbat). ",unsafe,1,unsafe,magnum chocolate almond
magnum cookies n cream,"Air, Cokelat Putih Pelapis*31% (Mengandung Lemak Susu dan Susu Skim), Gula, Minyak Nabati, Pdatan Susu 5%, Remahan Biskuit Cokelat 5% (Mengandung Tepung Terigu), Butiran Biskuit Cokelat 5% (Mengandung Tepung Terigu), Sirup Glukosa,
Maltodekstrin, Pengemulsi Nabati, Penstabil Nabati, Perisa Sintetik Krim, Garam.
Mengandung alergen, lihat daftar bahan yang dicetak tebal. Dapat mengandung lesitin kedelai, kacang-kacangan, barley, dan telur.",unsafe,1,unsafe,magnum cookies n cream
magnum mini belgian chocolate,"Air, Cokelat Pelapis* 33%, Gula, Minyak Nabati, Padatan Susu, Butiran Kacang Almond (4.1%), Sirup Glukosa, Pengemulsi Nabati, Penstabil Nabati, Perisa Alami Vanila, Pewarna Alami Beta Karoten CI. No. 75130 (Mengandung Antioksidan Tokoferol dan Asam Askorbat).",unsafe,1,unsafe,magnum mini belgian chocolate
magnum mini chocolate and cookies�luxe,"Air, Cokelat Pelapis 33%, Gula, Minyak Nabati, Padatan Susu 6%, Sirup Glukosa, Pengemulsi Nabati, Penstabil Nabati, Perisa Alami Vanila, Pewarna Alami Beta Karoten (sayuran) CI. No. 75130 (Mengandung Antioksidan d-alfa Tokoferol dan Asam Askorbat).",unsafe,1,unsafe,magnum mini chocolate and cookies luxe
magnum mini classic,"Air, Cokelat Pelapis* 33%, Gula, Minyak Nabati, Padatan Susu, Sirup Glukosa, Pengemulsi Nabati, Penstabil Nabati, Perisa Alami Vanila, Pewarna Alami Beta Karoten CI. No. 75130 (Mengandung Antioksidan d-alfa Tokoferol dan Asam Askorbat).",unsafe,1,unsafe,magnum mini classic
magnum mini mango yougurt parfait,"Air, Pelapis Cokelat Putih* 33.3%, (Mengandung Susu), Maltodekstrin, Minyak Nabati, Padatan Susu 5%, Butiran Biskuit Vanila 4.1% (Mengandung Tepung Terigu, Perisa Sintetik Vanila), Fruktosa, Pengemulsi Nabati, Sirup Glukosa, Yogurt Bubuk 0.6% (Mengandung Susu), Gula, Perisa Alami Yogurt, Penstabil Nabati, Pengatur Keasaman Asam Sitrat, Perisa Alami Mangga, Pewarna Alami (Beta-Karoten (sayuran) CI. No. 75130, Merah Bit)), Garam. ",unsafe,1,unsafe,magnum mini mango yougurt parfait
makanan ringan beras kameda kotsubukko,"Beras, minyak goreng sawit, kecap mengandung kedelai dan gandum), gula, madu, pati (kentang, jagung), isomalto oligosakarida, pati tapioka termodifikasi, kalsium tiram, penguat rasa mononatrium L-glutamat, bumbu (bawang bombay, bawang putih, kacang kedelai), kecap bubuk (mengandung kedelai dan gandum), pewama alami karamel I, paprika, garam, trehalosa Mengandung alergen, lihat daftar bahan
yang dicetak tebal Diproduksi menggunakan peralatan yang juga memproses telur, susu, udang, dan kacang",unsafe,1,unsafe,makanan ringan beras kameda kotsubukko
makanan ringan krekers beras rasa keju dan kentang,"BERAS JEPANG 43,4% MINYAK OLEIN KELAPA SAWIT, PENGENTAL (PATI ASETAT), GULA, BUMBU RASA KEJU 3,9% (MENGANDUNG PADATAN SUSU, PADATAN KEJU 7.5%, PENGUAT RASA (MONONATRIUM L-GLUTAMAT, DINATRIUM 5 RIBONUKLEOTIDA KEDELAI, PEMANIS BUATAN ASPARTAM)), PATI KENTANG 1,9% SERPIHAN KENTANG (MENGANDUNG KENTANG 99,48%, PENGAWET NATRIUM METABISULFIT, ANTIOKSIDAN ASKORBIL PALMITAT), GARAM BERIODIUM, KEJU CHEDDAR BUBUK 0,5% (MENGANDUNG SUSU), BUMBU GARAM (MENGANDUNG PENGUAT RASA MONONATRIUM L-GLUTAMAT PERISA SINTETIK, PERISA ALAMI KENTANG PANGGANG, PEWARNA ALAMI BETA-KAROTEN CI NO. 40800 (MENGANDUNG ANTIOKSIDAN DL-ALFA TOKOFEROL), ANTIOKSIDAN TOKOFEROL CAMPUPAN PEKAT.",unsafe,1,unsafe,makanan ringan krekers beras rasa keju dan kentang
makanan ringan krekers beras rasa rumput laut,"BERAS JEPANG (63.56%), MINYAK OLEIN KELAPA SAWIT, GULA, BUMBU RASA RUMPUT LAUT (3.673%) (MENGANDUNG BUTTERMILK, RUMPUT LAUT 1%, WHEY BUBUK, PEMANIS BUATAN ASPARTAM, PENGUAT RASA DINATRIUM INOSINAT dan DINATRIUM GUANILAT, PEWARNA ALAMI KARAMEL I), PATI KENTANG (MENGANDUNG PENGAWET SULFIT), PENGENTAL PATI ASETAT, KOSENTRAT SALMON DAN RUMPUT LAUT (MENGANDUNG IKAN, KECAP KEDELAI, UDANG, PEMANIS BUATAN ASPARTAM), GARAM YODIUM, RUMPUT LAUT (0.242%), GARAM GURIH, PERISA ALAMI PANGGANG, PENGUAT RASA MONONATRIUM L-GLUTAMAT, ANTIOKSIDAN TOKOFEROL CAMPURAN PEKAT. MENGANDUNG ALERGEN, LIHAT DAFTAR BARAN YANG
TEBAL MUNGKIN MENGANDUNG SUSU DAN GANDUM.",unsafe,1,unsafe,makanan ringan krekers beras rasa rumput laut
malkist abon,"Tepung Terigu, Gula, Lemak Reroti (mengandung antioksidan tokoferol), Tapioka, Bumbu Rasa Abon Sapi 1.79% (mengandung pewarna makanan sintetik Kuning FCF (CI 15985)), Protein Nabati (KedeIai), Susu Bubuk, Garam, Ekstrak Malt, Ragi, Pengembang, Penguat Rasa Mononatrium Glutamat.
- Mengandung alergen, lihat daftar bahan yang dicetak tebal
- Dapat mengandung telur dan kacang",unsafe,1,unsafe,malkist abon
mamasuka tepung pisang goreng krispi original,"Tepung Terigu, Garam, Penguat Rasa (Mononatrium Glutamat), Rempah, Penstabil. Mengandung alergen, lihat daftar bahan yang dicetak tebal. Mungkin megandung telur, ikan, krustase, kacang tanah, kacang kedelai, susu dan kacang pohon.",unsafe,1,unsafe,mamasuka tepung pisang goreng krispi original
mamasuka tepung pisang goreng krispi rasa pandan wangi,"Tepung Beras, Tepung Terigu, Tepung Tapioka, Gula, Pati Termodifikasi, Garam, Pengembang (Natrium Hidrogen Karbonat, Dinatrium Difosfat), Perisa Sintetik, Penstabil Nabati.",unsafe,1,unsafe,mamasuka tepung pisang goreng krispi rasa pandan wangi
mamasuka tepung pisang goreng krispi rasa vanila,"Tepung Beras, Tepung Terigu, Tepung Tapioka, Gula, Pati Termodifikasi, Garam, Pengembang (Natrium Hidrogen Karbonat, Dinatrium Difosfat), Perisa Sintetik, Penstabil Nabati.",unsafe,1,unsafe,mamasuka tepung pisang goreng krispi rasa vanila
mamee potato chips,"Serpihan Kentang 60%, Minyak Kelapa Sawit (Mengandung Antioksidan TBHQ), Bumbu Rasa Keju 5.1% (Mengandung Maltodekstrin, Susu, Penguat Rasa (Mononatrium Glutamat
Dinatrium Inosinat dan Guanitat). Keju Bubuk 9.5%, Garam, Rempah (Bawang Merah Bubuk, Bawang Putih Bubuk), Pengatur Keasaman (Asam Sitrat, Asam Laktat), Perisa Sintetik, Antikempal Silikon Dioksida. Pewama Alami Karmin CI. No. 75470), Pati Gandum,
Pati Jagung Gula, Pati Tapioka, Garam. Penguat Rasa Mononatrium Glutamat, Susu Skim Bubuk Pengemulsi Lesitin Kedelai, Antikempal Silikon Dioksida
Mengandung alergen, lihat daftar bahan yang dicetak tebal
Mungkin mengandung seledri, kedelai, telur, ikan, kerang, kacang tanah, kacang-kacangan sulfit",unsafe,1,unsafe,mamee potato chips
mango pudding,"Air, Gulat, Puree Mangga (10%), Nata De Coco (8.75%), Jeli Bubuk, Susu Skim Bubuk (0.7%), Susu Full Krim Bubuk (0.7%), Pengatur Keasaman (Asam Sitrat), Perisa Sintetik Mangga, Pengawet Natrium Benzoat, Pewarna Sintetik (Tartrazin CI No 19140, Kuning
FCF Cl No 15985). Tanpa Pemanis Buatan.
Mengandung alergen, lihat daftar yang dicetak tebal.",unsafe,1,unsafe,mango pudding
marukome olahan protein kedelai bentuk blok,"Air, kacang kedelai (32.3%), cuka buah, pasta bawang bombay",unsafe,1,unsafe,marukome olahan protein kedelai bentuk blok
marukome olahan protein kedelai slice,"Air, kacang kedelai (31.2%), cuka buah, pasta bawang bombay",unsafe,1,unsafe,marukome olahan protein kedelai slice
masfood instant cripsy prawn with cereal,"(Sereal Malt Instan (58%) (mengandung kedelai), krimer (mengandung penstabil kalium fosfat, pengemulsi nabati, anti kempal silikon dioksida), gula, lada putih, garam, bumbu (mengandung laktosa, hidrolisat protein kedelai, tepung terigu, penguat rasa mononatrium L glutamat, Dinatrium 5'-inosinate, Dinatrium 5'-guanilat)",unsafe,1,unsafe,masfood instant cripsy prawn with cereal
matilde vicenzi pastri lapis gula icing,"Tepung Terigu, Gula Icing (16.8%), (Gula, Putih Telur, Perisa). Margarin (Minyak Kelapa Sawit, Minyak Biji Bunga Matahari. Air). Sirup Glukosa Fruktosa, Aprikot (1%), Pengental Pektin, Garam,  Mentega, Pengatur Keasaman Asam Sitrat.
Mengandung alergen, lihat daftar bahan yang dicetak tebal. Dapat mengandung kacang-kacangan dan kedelai.",unsafe,1,unsafe,matilde vicenzi pastri lapis gula icing
matilde vicenzi pastry dengan mentega,"Temrng Terigu, Gula, Mentega (14%) (Mengandung Susu), Margarin, Garam, Perisa Alami.
- Mengandung Alergen, lihat daftar bahan yang dicetak tebal
- Mungkin mengandung kacang Hazel dan Almond.",unsafe,1,unsafe,matilde vicenzi pastry dengan mentega
mayashi cashew honey butter,"Kacang Mede (55.17%), Tepung Terigu, Gula, Pati Jagung, Minyak Kelapa Sawit, Bumbu Rasa Honey Butter (4.37% (Mengandung Susu (4%), Penguat Rasa Mononatrium Glutamat E621, Kecap Bubuk, Penstabil Kalium Fosfat, Lemak Mentega (0.09%)), Madu Bubuk (0.36%), Garam, Pengembang. Penguat Rasa (Mononatrium Glutamat E621, Dinatrium Inosinat E631 dan Dinatrium Guanilat E627) Mengandung alergen, lihat daftar bahan yang dicetak tebal. Diproduksi menggunakan peralatan yang juga memproses berbagai macam ringan yang mengandung susu dan udang",unsafe,1,unsafe,mayashi cashew honey butter
mayashi cashew nut corn,"Kacang Mede (66.38%), Tepung Terigu, Gula, Pati Jagung, Minyak Kelapa Sawit, Bumbu Rasa Jagung (3.63% (Mengandung Jagung Bubuk (2%), Bubuk Kedelai, Bubuk Susu, dan Penguat Rasa Mononatrium Glutamat E621. Mengandung alergen, lihat daftar bahan yang dicetak tebal. Diproduksi menggunakan peralatan yang juga memproses berbagai macam ringan yang mengandung susu dan udang",unsafe,1,unsafe,mayashi cashew nut corn
meiji coklat,"Tepung Terigu, Gula (Mangandung Pengawet Sulfit), Minyak Nabati
(Mengandung Antioksidan BHA), Lemak Reroti (Mengandung Antioksidan BHA), Kakao Bubuk 3.35%, Whey Bubuk, Pengembang (Arnonium Bikarbonat, Natrium Bikarbonat), Garam Bumbu (Mengandung Penguat
Rasa (Dinatrium Inosinat, Dinatriun Guanilat), Hidrolisat Protein Nabati),
Ekstrak Malt. Pengemulsi Nabati (Lesitin Kedelai, Ester Sukrosa Asam Lemak),  Pewarna Alami Karamel l. Perisa Sintetik Cokelat, Bahan Penolong (Enzim Protease, Enzim Papain).
Mengandung alergen, tihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,meiji coklat
meiji plain cracker with oat,"Tepung Terigu, Minyak Nabati (Kelapa Sawit, Rapa Terhidrogenasi), Oat (5.9%), Mentega (2.395%), Garam, Pengembang (Natrium Bikarbonat), Ekstrak Malt (Barley), Tepung Malt (Barley), Ragi, Miso Bubuk (Kacang Kedelai, Garam), Perlakuan Tepung (Pati Jagung, Amonium Klorida, Kalsium Karbonat). Mengandung
alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,meiji plain cracker with oat
meiji plain cracker with sesame,"Tepung Terigu, Minyak Nabati Kelapa Sawit, Rapa Terhidrogenasi), Wijen (2.5%), Mentega (2.4%), Wijen Bubuk, Garam, Pengembang (Natrium Bikarbonat), Ekstrak Malt (Barley), Tepung Malt (Barley), Ragi, Miso Bubuk (Kacang Kedelai, Garam), Perlakuan Tepung (Pati Jagung, Amonium Klorida, Kalsium Karbonat). Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,meiji plain cracker with sesame
meiji plain crackers,"Tepung Terigu, Minyak Nabati (Kelapa Sawit, Rapa Terhidrogenasi), Mentega (2.395%), Garam, Pengembang (Natrium Bikarbonat), Ekstrak Malt (Barley), Tepung Malt (Barley), Ragi, Miso Bubuk (Kacang Kedelai, Garam), Perlakuan Tepung (Pati Jagung, Amonium Klorida, Kalsium Karbonat). Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,meiji plain crackers
meiji strawberry,"Tepung Terigu, Gula (Mangandung Pengawet Sulfit), Minyak Nabati
(Mengandung Antioksidan BHA), Lemak Reroti (Mengandung Antioksidan BHA), Whey Bubuk, Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Bumbu (Mengandung Penguat Rasa Dinatrium Inosinat, Dinatrium Guanilat, Hidrolisat Protein Nabati), Ekstrak Malt, Pengemulsi Nabati (Lesitin Kedelai, Ester Sukrosa, Asam Lemak), Pewarna Alami Karamel (1), Perisa Sintetik Stroberi, Bahan Penolong (Enzim Protease, Enzim Papain), Buah Stroberi Bubuk 0.037%, Pengatur Keasaman Asam Sitrat, Pewama Sintetik Eritrosin CI. No. 45430. Mengandung alergen, Ilhat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,meiji strawberry
mi basah matang hanil bon go jang,"Air, tepung terigu, pati tapioka termodifikasi, garam, pengatur keasaman (asam laktat, asam asetat)
Mengandung alergen, lihat daftar bahan yang dicetak tebal",unsafe,1,unsafe,mi basah matang hanil bon go jang
mi telur cap 3 ayam,"Tepung terigu (74%), tepung
tapioka, garam, penstabil (nabati
dan fosfat), tepung telur (0,2%), 
pengatur keasaman, penguat
rasa (dinatrium inosinat dan guanilat) dan pewarna sintetik
tartrazin CI 19140.
Mengapdung alergen, lihat daftar
bahan yang dicetak tebal.",unsafe,1,unsafe,mi telur cap 3 ayam
mie gaga 100 jalapeno,"MIE: MINYAK NABATI, GARAM, PENGEMULSI NABATI, PENGATUR KEASAMAN, PENSTABIL FOSFAT. ANTIOKSIDAN TBHQ, DAN PEWARNA SINTETIK TARTRAZIN CI NO. 19140. BUMBU BUBUK:
GARAM. PENGUAT RASA (MONONATRIUM GLUTAMAT DAN
DINATRIUM 5-RIBONUKLEOTIDA), GULA, CABE BUBUK(0.3%), BUMBU RASA AYAM, BUBUK KARI. DAUN BAWANG KERING, HIDROLISAT PROTEIN NABATI (MENGANDUNG PEWARNA KARAMEL IV), ANTIKEMPAL SILIKON DIOKSIDA, BUMBU RASA JALAPENO 0.03% (MENGANDUNG JALAPENO BUBUK 10%), DAN EKSTRAK RAGI
BUMBU MINYAK: MINYAK NABATI, REMPAH-REMPAH, CAPSICUM OLEORESIN, PERISA SINTETIK JERUK NIPIS (MENGANDUNG ANTIOKSIDAN TOKOFEROL), ANTIOKSIDAN TBHQ, DAN PENGATURE ASAM SITRAT
BUMBU KOYA: KERUPUK, BAWANG PUTIH, MINYAK NABATI, ANTIKEMPAL SILIKON DIOKSIDA, ANTIOKSIDAN TBHQ, DAN PENGATUR KEASAMAN ASAM SITRAT",unsafe,1,unsafe,mie gaga 100 jalapeno
mie sedap tasty,"MI: Tepung tetigu, minyak nabati (mengandung antioksidan TBHQ), garam, pengental nabati, pengatur keasaman, pewarna sintetik Tartrazin CI No. 19140. BUMBU: Daging ayam (15%), jamur, air, minyak nabati (mengandung antioksidan TBHQ), bawang putih. gula, garam, lada bubuk, penguat rasa (Dinatrium 5'-Inosinat dan Dinatrium 5'-Guanilat), Vitamin B3.  MINYAK: Minyak nabati, bawang putih, antioksidan TBHQ. KECAP: Air, garam, kedelai, gula dan pengawet (natrium benzoat).
SAOS CABE: Air, cabe, gula, penstabil nabati, garam, bawang putih, cuka, pengatur keasaman, ekstrak minyak cabe, pengawet (natrium benzoat dan natrium metabisulfit), penguat rasa
(mononatrium glutamat, dinatrium inosinat dan guanilat). BAHAN PELENGKAP: Daun bawang kering.
KRIUK AYAM ASLI (5,43%)
Mengandung alergen, lihat daftar bahan yang dicetak tebal
Mungkin mengandung susu, Udang dan telur",unsafe,1,unsafe,mie sedap tasty
mison instan sup dengan tahu goreng marukome,"Sup : Miso beras (59%) (air, kacang kedelai, beras, garam), air, alkohol, gula, hidrolisat, protein (kedelai), ekstrak ragi, garam, ekstrak bawang bombay, ekstrak kelp, bubuk ekstrak jamur shitake
Gamish : Tahu goreng kering (10%) (mengandung kacang kedelai, minyak kelapa sawit, pengatur keasaman kalsium sulfat dan glukono delta lakton, magnesium klorida), rumput laut wakame kering (7%), daun bawang kering (3%)",unsafe,1,unsafe,mison instan sup dengan tahu goreng marukome
momogi,"Jagung, Minyak nabati, Gula, Susu bubuk full cream, Bubuk keju 3,4% (mengandung pewarna alami kurkumin
CI 75300, penguat rasa mononatrium glutamat), Garam, Penguat rasa mononatrium L-glutamat, Perisa sintetik
keju, Pewarna makanan sintetik kuning FCF CI 15985.",unsafe,1,unsafe,momogi
momogi rumput laut,"Jagung (50%), Gula, Minyak nabati, Bumbu rumput laut 11.7%
(mengandung rumput laut 5%, penguat rasa mononatrium glutamat), Krimer
nabati (mengandung protein susu), Garam, Perisa sintetik rumput laut.",unsafe,1,unsafe,momogi rumput laut
mom's recipe silky pudding avocado,"Gula, Krimer, Padatan Susu (22%),
Penstabil Nabati, Perisa Sintetik,
Pengatur Keasaman, Karagenan
(5%), Kakao Bubuk, Konnyaku Bubuk,
Anti Kempal, Perisa Alami, Ekstrak
Alpukat (1.5%), Garam, Pewarna Makanan Sintetik (Tartrazin CI 19140, Biru Berlian FCF CI 42090).",unsafe,1,unsafe,mom s recipe silky pudding avocado
mom's recipe silky pudding chocolate,"Gula, Krimer, Padatan Susu(20%),
Kakao Bubuk (11%), Penstabil Nabati,
Ekstrak Malt, Pengatur Keasaman,
Karagenan (5%), Konnyaku Bubuk,
Garam, Perisa Sintetik. Anti Kempal,
Perisa Alami.",unsafe,1,unsafe,mom s recipe silky pudding chocolate
mom's recipe silky pudding strawberry,"Gula, Padatan Susu (30%), Krimer,
Penstabil Nabati, Pengatur
Keasaman, Karagenan, Perisa
Sintetik, Konnyaku Bubuk, Perisa
Alami, Garam, Ekstrak Stroberi
(0.1%), Pewarna Makanan Sintetik
(Ponceau 4R CI 16255, Karmoisin CI 14720).",unsafe,1,unsafe,mom s recipe silky pudding strawberry
monde serena egg rolls chocolate,"Telur (35%), Gula (17%), Lemak Reroti Nabati (mengandung Antioksidan Askorbil Palmitat dan Tokoferol). Tepung Terigu (16.99%), Cokelat Compoung Butir (8.01%), Minyak Mentega (6%).",unsafe,1,unsafe,monde serena egg rolls chocolate
monde serena egg rolls original,"Telur (37%), Gula (19%), Lemak Reroti (mengandung Antioksidan Askorbil Palmitat & Tokoferol) (19%), Tepung Terigu (19%), Minyak Mentega (6%).",unsafe,1,unsafe,monde serena egg rolls original
monde biskuit,"tepung terigu, gula, lemak reroti (Mengandung Antioksidan BHA), Pengembang (Amonium Bikarbonat,
Natrium Bikarbonat), Garam, Pengemulsi Lesitin Kedelai, Perisa Sintetik Almond.",unsafe,1,unsafe,monde biskuit
monde boromon cookies,"Pati Kentang (59,58%), Gula, Telur (14,90%), Sirup Glukosa, Maltodekstrin, Bubuk Telur, Premix Vitamin dan Mineral, Madu (0,3%), Minyak Ikan (0,1%) (mengandung DHA, Antioksidan Natrium Askorbat, Tokoferol dan Askorbil Palmitat). Peringatan Alergen : Mengandung alergen, lihat daftar bahan yang dicetak tebal. Dapat mengandung susu dan kedelai.",unsafe,1,unsafe,monde boromon cookies
monde pola snack,"Pati Kentang (30.8%), Tapioka, Tepung Terigu, Lemak Reroti (Mengandung Antioksidan Askorbil Palmitat dan
Tokoferol), Gula, Garam, Pewarna Alami Karamel Kelas III.",unsafe,1,unsafe,monde pola snack
monde snack,"Beras (56,16%), Jagung (18,25%), Dekstrosa, Minyak Kelapa, Gula, Kecap Bubuk (1.97 %), Whey Bubuk (1.97%), Telur Bubuk (1.52%), Penguat Rasa
Mononatrium Glutamat (MSG), Garam.",unsafe,1,unsafe,monde snack
nabati coklat,"Tepung Terigu, Gula, Lemak Nabati, Cokelat Bubuk 6.39%. Dekstrosa, Penstabil Gliserin, Gula Aren, Maltodekstrin, Garam, Pengembang Natrium Bikarbonat, Pengemulsi Lesitin Kedelai, Perisa Sintetik Vanila,
Pengawet Kalium Sorbat.",unsafe,1,unsafe,nabati coklat
nestle honey stars,"Serealia 72% (Tepung Gandum Utuh 36%, Semolina Jagung 36%), Gula, Madu (3%), 1 Mineral, Minyak Nabati, Garam, Perisa Alami, Antioksidan Tokoferol Campuran Pekat, Premiks Vitamin & Mineral, dan Pewarna Alami Beta-karoten dari Blakeslea trispora (Mengandung Antioksidan Tokoferol).
Mengandung alergen, lihat daftar bahan yang dicetak tebal.
Dapat mengandung tree nuts, kedelai dan susu.",unsafe,1,unsafe,nestle honey stars
